"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tag"
"hsa-miR-34a-3p",7.30302314440493,-0.257466877421382,0.0927028955226372,-2.77733371724631,0.00548068752918691,0.0104455266461777,"Stable"
"hsa-miR-34a-5p",2413.87604727282,-0.0610941519660484,0.0895810194062355,-0.681998847199944,0.495239679805579,0.582091414696856,"Stable"
"hsa-miR-34b-3p",3.72788419786786,-0.508576097606874,0.156501396395894,-3.24965852905461,0.00115543657587945,0.00251008635449675,"Stable"
"hsa-miR-34b-5p",3.07322149867479,-0.252264052728148,0.186150673534586,-1.35516056932922,0.175366404436932,0.235065605947377,"Stable"
"hsa-miR-34c-3p",12.1262492833671,-0.46154755264527,0.145889821079835,-3.16367207272602,0.00155792225738983,0.00336127062382052,"Stable"
"hsa-miR-34c-5p",18.7857236008538,-0.430189933739066,0.141219296848409,-3.04625460783061,0.00231711532522599,0.00480191662793544,"Stable"
"hsa-miR-3605-3p",16.5542373240747,0.243118822651755,0.077921658296629,3.12004169272502,0.00180825443852932,0.00384864964957255,"Stable"
"hsa-miR-361-3p",1223.35938141649,-0.302146761906478,0.0638359804105506,-4.7331733602785,2.21036544884324e-06,7.21518255321886e-06,"Stable"
"hsa-miR-361-5p",1532.94100611959,0.0350484726052976,0.0441115770146342,0.794541364813823,0.426880337959617,0.515200407882296,"Stable"
"hsa-miR-3610",5.82388870300164,0.115336297997225,0.136947033993864,0.842196392529343,0.399678032738778,0.487978993460136,"Stable"
"hsa-miR-3613-5p",64.8824183450741,0.0533089834126059,0.0818234784455313,0.651512065062021,0.514715991360488,0.597184299368522,"Stable"
"hsa-miR-3614-5p",4.29211918920405,-0.95546368917982,0.159506243950349,-5.99013346134107,2.09668907300021e-09,1.11001186217658e-08,"Stable"
"hsa-miR-3615",15.5997479231018,0.190387100210529,0.0936169312123942,2.0336823451154,0.0419836333411859,0.0661242225123678,"Stable"
"hsa-miR-362-3p",11.2838000131891,0.0892329218966342,0.0794909258547734,1.12255481914576,0.261626613122249,0.332307996506082,"Stable"
"hsa-miR-362-5p",49.686880389101,0.868121421662043,0.128321362927301,6.76521353777909,1.33112723410733e-11,1.1980145106966e-10,"Stable"
"hsa-miR-363-3p",26.4402708949263,0.656264009744313,0.112025347800754,5.85817426705545,4.67983434698865e-09,2.30335596765848e-08,"Stable"
"hsa-miR-3651",5.02363873664325,0.437117663711189,0.170584605724768,2.56246841181239,0.0103931041418676,0.0187611908578125,"Stable"
"hsa-miR-365a-3p",126.474111817252,0.298380571756073,0.0819368003088132,3.64159413879357,0.000270955008396556,0.000656544828037809,"Stable"
"hsa-miR-365b-3p",126.480073420587,0.299310229794869,0.0819065243444989,3.65429045109972,0.000257894191443307,0.00062974163026854,"Stable"
"hsa-miR-3677-3p",13.0746194958392,0.354688912581529,0.0969350430254584,3.65903703667182,0.000253164754270357,0.000620598424865077,"Stable"
"hsa-miR-3677-5p",4.98645287859591,0.219743894752662,0.116730535110185,1.88248854119653,0.0597697142561856,0.0900835406253515,"Stable"
"hsa-miR-3690",3.03698766088929,-0.661209978459863,0.217412125213611,-3.04127461985027,0.00235578858624949,0.00485015297169013,"Stable"
"hsa-miR-374a-3p",5059.8903085963,0.0098208620470356,0.0797413838688141,0.123158911603444,0.901981261590538,0.92098572901465,"Stable"
"hsa-miR-374a-5p",212.440425317424,-0.00980127896659093,0.0518969408434862,-0.188860437769351,0.850202201589098,0.880966097041335,"Stable"
"hsa-miR-374b-3p",9.82435342908938,-0.124585354492449,0.072940681172501,-1.70803661948002,0.0876295478932561,0.128387477145933,"Stable"
"hsa-miR-374b-5p",442.577915374925,-0.0251592264174645,0.0515505912108864,-0.488049231376252,0.625514970062864,0.692573692688232,"Stable"
"hsa-miR-375-3p",34893.802172162,-1.19909869325516,0.180731580631385,-6.63469377662782,3.25176904510035e-11,2.59318290938382e-10,"Down"
"hsa-miR-378a-3p",1092.54905641978,-0.0469103098375472,0.0871871603229674,-0.538041492162118,0.590548403559823,0.664366954004801,"Stable"
"hsa-miR-378a-5p",164.674391416084,-0.0840955713570553,0.0873130972030736,-0.963149562332728,0.335472472456366,0.420174269676959,"Stable"
"hsa-miR-378c",18.9439920760573,-0.0441896320378788,0.100845748186828,-0.438190333577698,0.661248315237236,0.729573447634779,"Stable"
"hsa-miR-378d",2.16070000121245,0.213004042202622,0.154851738550033,1.37553536174087,0.168965530512081,0.228429794469123,"Stable"
"hsa-miR-379-5p",914.26267752459,-1.37047646304598,0.182599438972212,-7.50537061208904,6.12550481062749e-14,1.01554421860403e-12,"Down"
"hsa-miR-3909",2.2643459607062,-0.238780375231929,0.137916815515954,-1.73133619956811,0.0833918185897212,0.122749639512907,"Stable"
"hsa-miR-3912-3p",11.2824700809515,0.418947537246745,0.0989025874229332,4.23596134502747,2.27575928192111e-05,6.79492107872181e-05,"Stable"
"hsa-miR-3913-5p",30.0707504613788,-0.342256894917514,0.0620262664280489,-5.51793481418933,3.4300660777454e-08,1.45029639528832e-07,"Stable"
"hsa-miR-3917",5.73524148553651,-0.24817127586332,0.156136480737669,-1.58945093863287,0.111958622122969,0.160669548832507,"Stable"
"hsa-miR-3920",1.86186976369077,0.946915633414076,0.141909709473516,6.67266275808136,2.51203206801279e-11,2.11010693713074e-10,"Stable"
