"","logFC","logCPM","LR","PValue","FDR","tag"
"hsa-let-7i-3p",-0.367463001557261,8.86766845427246,19.5838532463945,9.62794599624927e-06,2.86113489511181e-05,"Stable"
"hsa-miR-128-3p",0.246103930056338,7.24034038653519,19.413229464281,1.05275271554312e-05,3.11377563752192e-05,"Stable"
"hsa-miR-365b-3p",0.349387158260845,4.70114321634633,19.1763643770368,1.19179958936089e-05,3.50856888456711e-05,"Stable"
"hsa-miR-365a-3p",0.348484260974901,4.70106866834866,19.060620039871,1.26631096913435e-05,3.71058563048669e-05,"Stable"
"hsa-miR-1271-5p",-0.358471500486628,1.71442520183792,19.0333431265136,1.28454138001687e-05,3.74657902504921e-05,"Stable"
"hsa-miR-200c-3p",0.30464244078644,13.8585514898996,18.9044940692128,1.37428536203186e-05,3.9898607284796e-05,"Stable"
"hsa-miR-181a-2-3p",-0.384655653974476,12.3893452804364,18.8665465311537,1.40189735956686e-05,4.05135475471157e-05,"Stable"
"hsa-miR-30b-3p",0.365347948186094,3.22474684077063,18.7182624853643,1.51524315772105e-05,4.35891867289618e-05,"Stable"
"hsa-miR-148a-5p",0.503067707386555,5.79753166671637,18.6493217736269,1.57103149156555e-05,4.49886290766497e-05,"Stable"
"hsa-miR-542-5p",0.465686317075584,3.95267485445634,18.5689194181235,1.63870666225765e-05,4.6714262317752e-05,"Stable"
"hsa-miR-26a-5p",-0.237182242773147,11.7826911162535,18.5144408250159,1.6862184878465e-05,4.78521462767251e-05,"Stable"
"hsa-miR-301b-3p",0.757562231557252,0.304137411192064,18.3740862459275,1.8150982178462e-05,5.1278559517628e-05,"Stable"
"hsa-miR-6798-3p",0.605118280720563,-0.548947818735753,18.1969797921957,1.99194464029284e-05,5.60234430082361e-05,"Stable"
"hsa-miR-217-5p",0.771744978388314,5.78238735836882,17.8313433107836,2.41374254438257e-05,6.75847912427119e-05,"Stable"
"hsa-miR-193b-5p",0.532738907848868,1.52980036922798,17.5216131021742,2.84060154562629e-05,7.91849103426797e-05,"Stable"
"hsa-miR-320a-3p",0.264392986803605,9.02279606742394,17.2628931837645,3.25481367185773e-05,9.03318331837167e-05,"Stable"
"hsa-miR-195-3p",0.412201490790117,1.84373442429942,17.2418944925219,3.29098547313715e-05,9.09351249156319e-05,"Stable"
"hsa-miR-6730-5p",-0.624500649752694,0.205778104863088,17.0505741402595,3.63973687817007e-05,0.000100132499268434,"Stable"
"hsa-miR-7112-3p",0.757319072460216,-0.390182875988785,16.8476625689792,4.05031821475845e-05,0.000110943498925992,"Stable"
"hsa-miR-144-5p",0.559185937391771,7.72409892106938,16.6964269945286,4.38635334131303e-05,0.000119627818399446,"Stable"
"hsa-miR-3677-3p",0.388395697865123,1.59216857367116,16.6181922460287,4.57104607718218e-05,0.000124127544337275,"Stable"
"hsa-miR-1229-3p",0.615656011344605,-0.286834503719512,16.4044291239379,5.11655332326796e-05,0.000138344574835142,"Stable"
"hsa-miR-129-5p",-0.932106718436895,2.36706446095879,16.3605695988728,5.23633192430869e-05,0.000140978167192926,"Stable"
"hsa-miR-497-5p",0.367168852780634,4.38425736438207,16.2759675081573,5.47540124223254e-05,0.00014678735245134,"Stable"
"hsa-miR-1307-5p",0.400862510800696,8.31195197742102,16.2586534619091,5.52566450882919e-05,0.000147507145786542,"Stable"
"hsa-miR-598-3p",0.301530096068841,6.82218026905067,16.1590743566657,5.82388867011709e-05,0.000154469082450258,"Stable"
"hsa-miR-664a-5p",0.284827697346559,3.40641579812056,16.1553021642786,5.83549867034306e-05,0.000154469082450258,"Stable"
"hsa-miR-6511b-3p",0.331354559415763,1.94010992495949,16.0501526323279,6.16866543445131e-05,0.000162056756288944,"Stable"
"hsa-miR-138-5p",0.491478770196079,5.69305504171628,16.0486413952364,6.17359071576931e-05,0.000162056756288944,"Stable"
"hsa-miR-1291",0.493711195526058,-0.0307518513350655,16.0231066887121,6.25741158611175e-05,0.000163575489595452,"Stable"
"hsa-miR-6842-3p",-0.454218128367416,2.70399521763482,15.824796592927,6.94858916925993e-05,0.000180893023827841,"Stable"
"hsa-miR-133a-3p",-0.639934753562094,4.79683964889206,15.6059486828303,7.80087872813174e-05,0.000202245004062675,"Stable"
"hsa-miR-1288-3p",0.447194583488283,-0.127576145477132,15.5512245057487,8.02996213684908e-05,0.000207330989598972,"Stable"
"hsa-miR-219a-5p",0.400255814332317,0.882086957635353,15.514584692608,8.18711291345577e-05,0.00021052576063172,"Stable"
"hsa-miR-4787-3p",-0.357129684982406,2.48157526526496,15.3838010867121,8.77372259874813e-05,0.000224692895821599,"Stable"
"hsa-miR-140-3p",0.253430398752877,10.3126515018044,15.2664525189822,9.33599664706739e-05,0.000238124610836132,"Stable"
"hsa-miR-4662a-5p",0.346440083745161,3.02241403360524,14.3170447727182,0.000154459966289137,0.000392378140169984,"Stable"
"hsa-miR-6892-5p",-0.430303823165972,1.39616283616338,14.2665794336912,0.000158657027937444,0.000401421395986305,"Stable"
"hsa-miR-30c-1-3p",0.39893720872644,1.33682038661917,14.0998720425012,0.000173355574640968,0.000436856048095239,"Stable"
"hsa-miR-301a-5p",0.3578843039593,2.0947167971675,14.0500039617977,0.000178013457255942,0.000446806685542802,"Stable"
"hsa-miR-6802-3p",0.409815431959029,0.223900783327912,13.9680411399669,0.000185944634384935,0.000464861585962337,"Stable"
"hsa-miR-323b-3p",-0.838662424641503,0.224011593117346,13.7472561535215,0.000209126075266653,0.000520748724972298,"Stable"
"hsa-miR-106a-5p",0.278291604730867,2.7483700725219,13.695277732349,0.000214994411408849,0.000533253855069193,"Stable"
"hsa-miR-502-5p",0.390899309585219,0.196704916102222,13.6556670730618,0.000219577604103507,0.000541000037612645,"Stable"
"hsa-miR-625-5p",-0.360043201023339,1.72769208244686,13.6534678260327,0.000219834935918789,0.000541000037612645,"Stable"
"hsa-miR-1228-3p",-0.650129325234482,-0.491854859768456,13.5607769702044,0.000230961470842384,0.000566170142531914,"Stable"
"hsa-miR-3605-3p",0.277974572131326,1.89172390338858,13.3803226216009,0.000254277986174902,0.000620911361589876,"Stable"
"hsa-miR-3928-3p",0.340637496070029,0.39446315459946,13.3363259320205,0.000260313872193484,0.0006331959053355,"Stable"
"hsa-miR-361-3p",-0.23068209538644,7.94941723202175,13.325877145317,0.000261768431957053,0.000634285046665168,"Stable"
"hsa-miR-887-3p",0.336340221301098,2.00914656970289,13.0601398150197,0.000301646917642256,0.000728113249481307,"Stable"
"hsa-miR-92b-5p",-0.570827550245835,0.0963857364635397,13.0009884045066,0.000311326598874182,0.000748609760651659,"Stable"
"hsa-let-7i-5p",-0.269441167499574,11.0523122833688,12.7994957821553,0.000346712783561954,0.000830528721079967,"Stable"
"hsa-miR-301a-3p",0.292273716548615,3.42152472559106,12.7409547290472,0.000357735036015742,0.000853685881401203,"Stable"
"hsa-miR-6516-5p",0.48607146073228,-0.383176300217736,12.7114648055087,0.000363420651173422,0.000863981170714172,"Stable"
"hsa-miR-107",0.198410297188779,6.60631520355408,12.4758201147478,0.000412253621936971,0.000976390157219143,"Stable"
"hsa-miR-186-5p",0.171050022498482,8.18058968507051,12.4453906692981,0.000419024630966023,0.000988709803402975,"Stable"
"hsa-miR-6720-3p",0.625023842806986,-0.438642814615614,12.4004509693304,0.000429230175452941,0.00100901123334087,"Stable"
"hsa-miR-28-3p",0.205676446284123,10.4509803804712,12.3842500995457,0.000432970490868331,0.00101402010872509,"Stable"
"hsa-miR-5187-5p",0.42143333684405,0.019641301762605,12.3592763820985,0.000438800732294171,0.00102386837535306,"Stable"
"hsa-miR-218-5p",-0.306597247071661,7.10825695338123,12.1840128933692,0.000482008390071293,0.00112053610975983,"Stable"
"hsa-miR-28-5p",0.180198037354835,5.81152004645291,12.0895297914543,0.000507057602418233,0.001174434887954,"Stable"
"hsa-miR-150-3p",-0.646008672714208,1.49576067455669,11.9216825849953,0.000554843439968192,0.00127935638519631,"Stable"
"hsa-miR-1292-5p",0.377813546717047,-0.0924805647719736,11.9164018749524,0.000556418491339349,0.00127935638519631,"Stable"
"hsa-miR-331-5p",0.190269291402428,2.25091649240031,11.8014623094048,0.000591842161836307,0.00135585658893408,"Stable"
"hsa-miR-425-3p",-0.220354401354687,3.12924166062881,11.6802413718544,0.000631673377516867,0.00144186314433198,"Stable"
"hsa-miR-224-3p",-0.378856289570798,2.00562000074059,11.6370840878876,0.000646498674910758,0.00147037604763097,"Stable"
"hsa-miR-130b-3p",0.436266569536848,3.37277443195475,11.6053997224579,0.000657606105717721,0.00149025844101498,"Stable"
"hsa-miR-4677-3p",0.217118382318631,3.31103040949244,11.5801301982071,0.000666602741550889,0.00150082898839122,"Stable"
"hsa-miR-766-3p",-0.331485091363613,2.62137555390404,11.5736780445432,0.000668919741295291,0.00150082898839122,"Stable"
"hsa-miR-550a-5p",0.273885435708463,1.61586615540526,11.5722952302954,0.000669417374187196,0.00150082898839122,"Stable"
"hsa-miR-589-5p",0.199419277149218,5.82656790935639,11.4540393832951,0.000713387575023128,0.00159373819951975,"Stable"
"hsa-miR-324-3p",0.210439984926274,4.62751866595952,11.3373412932324,0.000759640012073974,0.00169107140497033,"Stable"
"hsa-miR-181b-2-3p",-0.347429637611337,4.2253701345933,11.1489067739793,0.000840812091076084,0.00186518175133075,"Stable"
"hsa-miR-450a-5p",0.378036050993819,5.42737077700244,11.1236996276041,0.000852316098984103,0.00188406716617538,"Stable"
"hsa-miR-4772-5p",-0.614475679068635,-0.534085307952031,11.0443292348768,0.000889588831974219,0.00195958379071244,"Stable"
"hsa-miR-27a-5p",-0.520771564116257,4.07464713615977,11.0085347553782,0.000906933113770318,0.00199082878632509,"Stable"
"hsa-miR-200b-5p",-0.463340856002661,4.19622461893733,10.8754003579511,0.00097449961223294,0.00213171790175956,"Stable"
"hsa-miR-585-5p",0.506473220673167,0.252348683890478,10.830018148169,0.000998676590551011,0.00217704585483438,"Stable"
"hsa-miR-542-3p",0.377448152710877,10.3917236846457,10.7352683872845,0.00105112756095189,0.00228348401172307,"Stable"
"hsa-miR-98-3p",0.274112243251613,1.18723369573494,10.7215673138795,0.00105893936808764,0.00228474325295324,"Stable"
"hsa-miR-203a-5p",-0.556114399640264,-0.3784257099095,10.7215306257107,0.00105896036486087,0.00228474325295324,"Stable"
"hsa-miR-33b-5p",-0.46289186976343,1.77436770245199,10.702427711423,0.00106995042613592,0.00230057600158919,"Stable"
"hsa-miR-24-3p",-0.204691581891719,11.0904163539632,10.6728677776674,0.00108718434456613,0.002329680738356,"Stable"
"hsa-miR-548v",0.406032605730661,0.332164264498175,10.6040282202318,0.00112841549033023,0.00240983647087472,"Stable"
"hsa-miR-99b-5p",0.181517907091671,15.5794584755179,10.5515420682825,0.00116091192550113,0.00247085984143823,"Stable"
"hsa-miR-1224-5p",0.486773409737151,0.986080467196283,10.4981127660147,0.00119496533179,0.0025347749462212,"Stable"
"hsa-miR-5703",-0.604206408577088,-0.425032489981129,10.2391796627559,0.00137488718729309,0.0029066406979686,"Stable"
"hsa-miR-708-5p",-0.410229751222288,5.46880056725512,10.106659849888,0.00147734473992305,0.00311279995368402,"Stable"
"hsa-miR-29a-5p",-0.243444166665153,4.1875860893035,10.031367779358,0.00153896716235869,0.00322621023589198,"Stable"
"hsa-miR-3934-5p",-0.349929991524949,1.11876159455264,10.0284444610193,0.00154141155714839,0.00322621023589198,"Stable"
"hsa-miR-1304-5p",-0.570444436995477,-0.517145855150419,10.0069484484748,0.00155950709362233,0.00325327638735785,"Stable"
"hsa-miR-31-3p",-0.601878234636226,5.23422540827408,9.95866004761911,0.0016009453231533,0.00332869819665538,"Stable"
"hsa-miR-450b-5p",0.376016212181673,6.06534644786025,9.93592106231961,0.00162084311696848,0.00335898409108599,"Stable"
"hsa-miR-6875-5p",0.43079731514937,-0.334351369031257,9.90514104102732,0.00164817697002542,0.00340443111841316,"Stable"
"hsa-miR-31-5p",-0.612674845343458,6.1405464925231,9.85534294740796,0.00169339228260069,0.0034863958759426,"Stable"
"hsa-miR-1-3p",-0.500146329276282,4.82426468142662,9.80119457121089,0.00174398545616238,0.00356858851541987,"Stable"
"hsa-miR-29b-3p",-0.231897655228922,10.7597709156233,9.800501058225,0.00174464327420527,0.00356858851541987,"Stable"
"hsa-miR-20b-3p",0.553980896405273,-0.27810636996937,9.61444528357009,0.00193052767352665,0.00393602729553977,"Stable"
"hsa-miR-224-5p",-0.295037977835515,4.23888775558122,9.35580852220687,0.00222279890592384,0.00451730100236135,"Stable"
"hsa-miR-214-3p",-0.470230551345752,1.70669250081562,9.29357873334175,0.00229958480865441,0.00463417504549345,"Stable"
"hsa-miR-449a",0.553589779472177,-0.393122058593098,9.29292552500499,0.00230040492197871,0.00463417504549345,"Stable"
"hsa-miR-503-5p",0.438144479054889,4.86472494828822,9.29135667041737,0.00230237585593563,0.00463417504549345,"Stable"
"hsa-miR-551b-3p",-0.589698586502323,5.21386734657492,9.1948718170886,0.0024269408453272,0.00485920296945381,"Stable"
"hsa-miR-100-5p",-0.278167116414356,13.550665088618,9.19286619837163,0.0024296014847269,0.00485920296945381,"Stable"
"hsa-miR-200a-5p",-0.444541251776223,8.97020133687083,9.18406706619487,0.00244130937509982,0.00486716742504079,"Stable"
"hsa-miR-3651",0.489867290698222,0.448694426661477,9.17464756204936,0.00245390617870373,0.00487684824158786,"Stable"
"hsa-miR-138-1-3p",0.405845293525088,2.57545240021275,9.10690783022653,0.00254645978686175,0.00504487316265064,"Stable"
"hsa-miR-6716-3p",0.305806218788734,0.271065508804756,8.8773281434103,0.00288733796595081,0.00570226620234799,"Stable"
"hsa-miR-6806-3p",0.252707234036554,0.953307584907086,8.85612553489415,0.00292106941487057,0.00574275894890713,"Stable"
"hsa-miR-3652",0.48810304852873,-0.411702124232468,8.85300198659263,0.00292607241682411,0.00574275894890713,"Stable"
"hsa-miR-212-3p",-0.362475133285348,2.79824858331419,8.67975974441094,0.00321763401146197,0.00627993279903967,"Stable"
"hsa-miR-6820-3p",0.324367987464105,-0.0947102035223176,8.67858337927078,0.00321971157792034,0.00627993279903967,"Stable"
"hsa-miR-20a-3p",-0.256951710221179,3.07514045567092,8.64585097346065,0.00327806993514656,0.00637402487389608,"Stable"
"hsa-miR-653-5p",0.313130154461742,3.36246318835758,8.58649054153551,0.00338666061367591,0.00656488169667044,"Stable"
"hsa-miR-589-3p",0.297179109156875,1.02052464726216,8.58090453200367,0.00339706576684851,0.00656488169667044,"Stable"
"hsa-miR-1287-5p",0.212158788180976,4.95990129514898,8.56197748478701,0.00343256371985045,0.00661319615751004,"Stable"
"hsa-miR-4443",0.527890854971211,0.143162529542899,8.42329114638665,0.00370444640089375,0.00711524766025324,"Stable"
"hsa-miR-6734-5p",0.429665767941963,-0.445644417102777,8.3027654597463,0.00395847559072398,0.00758005964181187,"Stable"
"hsa-miR-491-3p",0.26098854689031,0.910087548952693,8.13787037120602,0.00433501679728425,0.00827594115845175,"Stable"
"hsa-miR-212-5p",-0.500388136527115,-0.288976741115806,8.0947369655006,0.00443939807242115,0.00844960962424568,"Stable"
"hsa-miR-135a-5p",0.297541195304478,9.49218972798324,8.05357769900399,0.00454138817196513,0.00861769442270492,"Stable"
"hsa-miR-548j-5p",0.343982204761971,-0.332134365013519,8.03889991227936,0.00457833327525724,0.00866171160183802,"Stable"
"hsa-miR-151b",-0.191836854852185,2.67687027512625,8.02944846570176,0.00460228514896365,0.00867235888713547,"Stable"
"hsa-miR-3615",0.251064333407367,1.79997127982473,8.02582858348057,0.00461149242411172,0.00867235888713547,"Stable"
"hsa-miR-561-5p",-0.548356915458706,-0.539506901005716,7.99794529076087,0.0046830461304483,0.00878071149459056,"Stable"
"hsa-miR-19b-3p",-0.208043090960093,7.08531831053428,7.98957242852151,0.00470475245139506,0.00879523455305308,"Stable"
"hsa-miR-486-5p",0.423701565065799,7.97678775506195,7.91982411470053,0.00488960256649524,0.00911375626299409,"Stable"
"hsa-miR-34c-3p",-0.403047835689142,1.48586514920491,7.84027913489501,0.00510947162339024,0.00949547823815885,"Stable"
"hsa-miR-216a-5p",0.570307756553242,0.702019215116716,7.7476649605652,0.00537820354202807,0.00996549479846377,"Stable"
"hsa-miR-328-3p",0.219913540359081,7.2754151815706,7.73217667232649,0.00542453161103572,0.0100218619206818,"Stable"
"hsa-miR-195-5p",0.292250003822169,5.03922096158055,7.65198752459384,0.00567098082161357,0.0104465436187618,"Stable"
"hsa-miR-550a-3-5p",0.354439962009814,-0.167542037520552,7.51894961413529,0.00610532704925827,0.0112138660088417,"Stable"
"hsa-miR-141-3p",0.201971339301218,10.246036885125,7.50030737922452,0.00616884636068553,0.0112975965326508,"Stable"
"hsa-miR-500b-3p",0.278826879537587,0.371330928129933,7.3762915418576,0.00660893102612583,0.0120684827433602,"Stable"
"hsa-miR-5683",-0.528813535892098,1.62922523314243,7.3671669830162,0.00664255020352715,0.0120948168445726,"Stable"
"hsa-miR-4732-3p",0.524759104922196,-0.00862001952925379,7.27127296739462,0.00700661278479373,0.0127209396380981,"Stable"
"hsa-miR-590-3p",-0.191360712859454,2.26289181911976,7.16438587339934,0.00743651458652577,0.0134504959196699,"Stable"
"hsa-miR-3690",-0.562480614438758,-0.0354451917583142,7.16085966815029,0.00745114773962665,0.0134504959196699,"Stable"
"hsa-miR-671-5p",0.230607908687462,2.42326200304169,7.15160061385586,0.00748971150531063,0.0134814807095591,"Stable"
"hsa-miR-6808-3p",0.338996122566195,-0.114447793145653,7.13141819146159,0.0075744794698641,0.0135952195612945,"Stable"
"hsa-miR-181b-5p",-0.213842388655041,10.3049617750184,6.96633910407587,0.00830572504762307,0.0148451254576121,"Stable"
"hsa-miR-222-5p",-0.307929102817576,5.26497720630812,6.96179216853136,0.00832685847439262,0.0148451254576121,"Stable"
"hsa-miR-23a-5p",-0.356947086003429,1.9947175841803,6.95863889439534,0.00834154668570584,0.0148451254576121,"Stable"
"hsa-miR-32-3p",0.239192673437228,0.871505960351288,6.89104422890927,0.00866286483855423,0.0153735347839131,"Stable"
"hsa-miR-187-3p",-0.577340205838956,3.55656127449047,6.77241299442107,0.00925775829051213,0.0163759972852905,"Stable"
"hsa-miR-3136-5p",-0.381036742022136,-0.531825891607532,6.76818198057526,0.00927973179499794,0.0163759972852905,"Stable"
"hsa-miR-193b-3p",0.27366081942672,4.458777254524,6.74295230157173,0.00941187414903309,0.0165627952901979,"Stable"
"hsa-miR-6514-3p",-0.37130338399478,-0.375392790575558,6.6438231702158,0.00995001803232765,0.01746103442999,"Stable"
"hsa-miR-26a-2-3p",-0.232360840895551,2.27682348627165,6.54893874571837,0.0104946737769426,0.0183656791096495,"Stable"
"hsa-miR-335-5p",0.207944161978496,3.94877730256848,6.52902107205023,0.0106128349246357,0.0185210138573975,"Stable"
"hsa-miR-3173-5p",0.341620721863315,-0.564246522592963,6.37806575780616,0.0115539281848691,0.0201076650731148,"Stable"
"hsa-miR-4683",0.382814040869186,-0.43096535363241,6.35218241253904,0.0117236986381739,0.0203469149918721,"Stable"
"hsa-miR-296-3p",0.235089417949409,1.45970802944633,6.34457166380997,0.0117741036706985,0.020378256353132,"Stable"
"hsa-miR-1296-5p",0.164231291829312,2.74369468136321,6.32161922525859,0.0119274664584267,0.0205871338871475,"Stable"
"hsa-miR-181a-5p",-0.195367340918926,12.501521827313,6.30347753066764,0.0120501355549508,0.0207420366109808,"Stable"
"hsa-miR-18a-5p",-0.226743175050789,2.25651714344773,6.2753560465909,0.0122428519210984,0.0210163398100599,"Stable"
"hsa-miR-4709-3p",-0.282388487319759,3.5121199821828,6.22899659094884,0.0125674930400383,0.0215150016718047,"Stable"
"hsa-miR-33a-5p",-0.278202103347725,4.00410004003059,6.18671791703224,0.0128712685845795,0.0219753366078186,"Stable"
"hsa-miR-4423-5p",0.434883587283875,-0.193756756310132,6.07214457355167,0.0137330120182501,0.0233832366797231,"Stable"
"hsa-miR-200b-3p",-0.356390631640846,9.94774582135551,6.06669218307263,0.0137754706714015,0.0233923086872855,"Stable"
"hsa-miR-664b-5p",0.245631047505742,0.219745687663694,6.03612552040096,0.014016011651326,0.0237367939256328,"Stable"
"hsa-miR-106b-5p",-0.129048306473467,7.53469165124073,6.0083430423266,0.0142383915891643,0.0240487579119933,"Stable"
"hsa-miR-1343-3p",0.277937942091084,0.213339017117095,5.95150930726436,0.014704690722833,0.0247699335705476,"Stable"
"hsa-miR-660-3p",0.297546565562691,-0.340673004822639,5.89007044883635,0.0152264912323865,0.0255805052704093,"Stable"
"hsa-miR-125a-3p",-0.199192620807284,2.99468852868935,5.78457571209992,0.0161673997933049,0.0270889943345269,"Stable"
"hsa-miR-106b-3p",-0.140163724491293,7.76506965928002,5.40978682909792,0.0200241611278338,0.03346212602264,"Stable"
"hsa-miR-221-5p",-0.377454423213712,4.83049326091291,5.38180537821131,0.0203478110550128,0.0339130184250213,"Stable"
"hsa-miR-200a-3p",-0.342159716350307,8.61945546053922,5.31310458038877,0.0211656066381504,0.0351829345172421,"Stable"
"hsa-miR-130a-5p",0.237926251918821,1.25391064279452,5.21524583839135,0.0223896812054024,0.0371197346300092,"Stable"
"hsa-miR-671-3p",0.183940861827671,2.33456605123324,5.18036715285353,0.022843496380459,0.0377727105503653,"Stable"
"hsa-miR-497-3p",0.314992499331378,-0.00871932888235472,5.12248357157614,0.023617791825212,0.0389508085075485,"Stable"
"hsa-miR-3677-5p",0.254698970693936,0.468452915124122,5.10607841060238,0.0238421532017359,0.0392181632300095,"Stable"
"hsa-miR-26b-5p",0.137420775445738,10.3542237821802,4.97396846177651,0.0257315437474744,0.0422158139607002,"Stable"
"hsa-let-7d-5p",0.10733571828752,8.73025529826057,4.9586362366295,0.025960673477892,0.0424811020547323,"Stable"
"hsa-miR-4728-3p",-0.198712279926805,2.18536698034785,4.90123101714801,0.0268375576319216,0.0438022313681622,"Stable"
"hsa-miR-642a-5p",0.334670295842996,1.2141813781313,4.8452493775975,0.027722383669972,0.0451294617883266,"Stable"
"hsa-miR-451a",0.305502226659864,9.97189746586013,4.6943708714897,0.0302615755884125,0.049136063455412,"Stable"
"hsa-miR-181d-5p",-0.190590052558776,6.05990497095023,4.58923514288142,0.0321733684592336,0.0521059694841059,"Stable"
"hsa-miR-30d-5p",0.12673482148105,13.9791010399891,4.55048980364353,0.0329093309487129,0.0531612269171517,"Stable"
"hsa-miR-425-5p",-0.169135888670501,6.65946714006274,4.51681336724391,0.0335632896662263,0.0540789577742265,"Stable"
"hsa-miR-6803-3p",0.261397197625679,-0.132316831958388,4.43611476346643,0.0351862344632337,0.0565450648212904,"Stable"
"hsa-miR-324-5p",0.143192248584521,5.15489074993984,4.43189376622939,0.0352733499599478,0.0565450648212904,"Stable"
"hsa-miR-340-3p",0.131911557378313,2.61853531989864,4.30509253046796,0.0379984280990232,0.0607589078740727,"Stable"
"hsa-miR-34a-3p",-0.190405448042679,0.900916887567667,4.29526538867424,0.0382186308486439,0.0609562973029003,"Stable"
"hsa-miR-219a-1-3p",0.210525899234628,1.82804357114086,4.24584088835502,0.0393465799452613,0.0625968317310976,"Stable"
"hsa-miR-2116-3p",-0.291018387649766,-0.313817165649648,4.23784347422054,0.0395323512136307,0.0627339578453081,"Stable"
"hsa-miR-664a-3p",0.136501249771222,6.24248562024728,4.22480332657545,0.0398372358389676,0.0630589411521346,"Stable"
"hsa-miR-450a-1-3p",0.342438048563533,-0.140986263650919,4.21249578935999,0.0401272555476655,0.0633588245489456,"Stable"
"hsa-miR-5684",-0.21320049974347,0.565670362176238,4.17490500465158,0.0410268625314105,0.0646173084869715,"Stable"
"hsa-miR-143-3p",0.230859985354289,16.4024043260269,4.15970487035474,0.0413966164698662,0.0650370782444282,"Stable"
"hsa-miR-153-5p",0.208195299340803,3.48888030450572,4.01488705509104,0.0451002440480524,0.0706794869409777,"Stable"
"hsa-miR-2110",-0.242331916326801,1.08886233152403,3.95835802737821,0.0466391758499484,0.0729098778795719,"Stable"
"hsa-miR-210-3p",-0.300348717794916,6.72987909637744,3.93540788823634,0.0472796735421071,0.0737282037909096,"Stable"
"hsa-miR-3127-5p",0.159532810438303,2.08177590994198,3.86451580438649,0.0493174219099414,0.0767159896376867,"Stable"
"hsa-miR-181c-5p",-0.176157669039002,7.77974330899071,3.84907601398328,0.0497734035979208,0.0772345917898771,"Stable"
"hsa-miR-194-5p",0.122774084029189,8.38234637176339,3.78172921632506,0.051815085978146,0.0802051699416018,"Stable"
"hsa-miR-4449",0.315677846719726,-0.343852679918704,3.75796134140683,0.0525566208951573,0.0811536057939928,"Stable"
"hsa-miR-708-3p",-0.244027312324241,7.00100856189217,3.73627163407684,0.0532431245798932,0.0820126368834542,"Stable"
"hsa-miR-548e-3p",-0.27020347955993,-0.609538728361955,3.70435778434603,0.0542705526590272,0.0833913370126516,"Stable"
"hsa-miR-3065-3p",0.264438552212007,7.54027387002812,3.66484156175272,0.0555719267046722,0.0851832453137311,"Stable"
"hsa-miR-10b-5p",0.190248282883428,14.2932737033828,3.55322488568271,0.0594298419105254,0.0908757291350267,"Stable"
"hsa-miR-19a-3p",-0.191541988514733,4.46681484462144,3.47811794012756,0.0621854275414648,0.0948591267581666,"Stable"
"hsa-miR-141-5p",0.127502940563539,9.54782820575623,3.45766756569071,0.0629590670008247,0.0958072758708202,"Stable"
"hsa-let-7a-2-3p",-0.184130467871889,3.4074466326563,3.43346458237642,0.0638879443386079,0.0967724754961647,"Stable"
"hsa-miR-6874-3p",0.245450101976086,-0.209134500392356,3.43313857735484,0.0639005552482612,0.0967724754961647,"Stable"
"hsa-miR-429",-0.26926225860037,6.96352244619348,3.42807383286754,0.0640968170189973,0.0968369177984852,"Stable"
"hsa-miR-1306-5p",0.128406906864567,3.38522142044381,3.39896078059024,0.0652375078600572,0.0983244735689858,"Stable"
"hsa-miR-362-3p",0.146687981777839,1.42069367565197,3.38058828889342,0.0659685044621583,0.09897709513285,"Stable"
"hsa-miR-3934-3p",-0.174710637884472,2.25650274030163,3.38018295218291,0.0659847300885667,0.09897709513285,"Stable"
"hsa-miR-4742-3p",0.182163223292037,0.355748700786075,3.35119274235376,0.0671563365160447,0.100495230415934,"Stable"
"hsa-miR-144-3p",0.266105592149996,4.09436514100694,3.30718511657858,0.0689775505542575,0.102975964097588,"Stable"
"hsa-miR-424-3p",0.209116942719353,3.93872627335544,3.29075098979183,0.0696711490341189,0.103765541114645,"Stable"
"hsa-miR-887-5p",0.233625764379879,-0.142517388344345,3.24104848067066,0.0718146663771819,0.106705754286851,"Stable"
"hsa-miR-365b-5p",0.27673357664157,-0.570154093105668,3.23495390444901,0.0720823318609547,0.106851456640945,"Stable"
"hsa-miR-452-5p",-0.156942999237805,6.15118416998107,3.21392597997465,0.0730140936780399,0.107978589242172,"Stable"
"hsa-miR-1270",0.227291787293472,2.16028990794623,3.20390098807695,0.0734628486289612,0.108387809452566,"Stable"
"hsa-miR-194-3p",0.159291161007032,1.38417021129631,3.13394733814738,0.0766778717954242,0.112773929193609,"Stable"
"hsa-miR-503-3p",0.232981486180192,1.67547201001647,3.13148677714304,0.0767936755937434,0.112773929193609,"Stable"
"hsa-miR-130a-3p",0.136387303873979,7.35418632321703,3.05957454998105,0.0802626823183617,0.117594162466437,"Stable"
"hsa-miR-1266-5p",-0.158910479515067,3.88507639045583,3.04114712324616,0.0811785331621936,0.118660036872812,"Stable"
"hsa-miR-100-3p",-0.236995502543303,-0.119301080777767,3.03210887746673,0.08163185199077,0.119046450819873,"Stable"
"hsa-miR-580-3p",-0.242569575264771,-0.563566955138402,3.02407240209402,0.0820372207742172,0.119361314290431,"Stable"
"hsa-miR-659-5p",-0.123634853789754,1.35887371589845,2.98753203758304,0.083907959544827,0.12180187675862,"Stable"
"hsa-miR-191-5p",-0.102571430821288,9.30366364951954,2.96486319629571,0.0850916552683743,0.12323619038868,"Stable"
