"","logFC","logCPM","LR","PValue","FDR","tag"
"hsa-miR-361-5p",0.0813219451037092,8.29010732913427,2.94335593076249,0.0862314048751668,0.124600424475585,"Stable"
"hsa-miR-101-3p",-0.119476741885599,14.8567092343898,2.89955161015547,0.0886041962454929,0.127736026623937,"Stable"
"hsa-miR-192-3p",0.133640125550962,1.7444417028115,2.85685593127005,0.0909851785975281,0.130638301239061,"Stable"
"hsa-miR-296-5p",-0.121491977153253,3.33560036340875,2.85602700996719,0.0910320861015045,0.130638301239061,"Stable"
"hsa-miR-3064-3p",0.219781424603301,-0.466721443807032,2.83363363206206,0.0923092867787348,0.132170115160461,"Stable"
"hsa-miR-629-3p",-0.163571237413269,1.79484507584129,2.82921972576196,0.0925633221597243,0.132233317371035,"Stable"
"hsa-miR-20a-5p",-0.145174933259962,7.95879539411678,2.73525070899331,0.0981560961808135,0.139905747950028,"Stable"
"hsa-miR-491-5p",0.119969150090555,3.03523680782877,2.61573228521974,0.105808670527331,0.150472827160764,"Stable"
"hsa-miR-5581-3p",0.220858762120809,-0.652816384764629,2.60397765344339,0.106595878495369,0.151089355479587,"Stable"
"hsa-miR-23b-3p",0.0986684580724616,11.306328041232,2.60210553457665,0.106721846330819,0.151089355479587,"Stable"
"hsa-miR-582-5p",-0.153941794954643,2.0031300636491,2.56846643935285,0.109013366763806,0.153987491168605,"Stable"
"hsa-miR-942-5p",-0.15654809266678,1.81594755825735,2.56247035349742,0.109427471839377,0.15422663816288,"Stable"
"hsa-miR-5010-3p",-0.157258343265068,1.24109557523238,2.544464666583,0.110681419638593,0.155645746366772,"Stable"
"hsa-miR-378d",0.23299860599418,-0.304665061974987,2.48893015934993,0.114649635019818,0.160866971185936,"Stable"
"hsa-miR-937-3p",0.160719504266912,0.863192115003316,2.45861688914511,0.11688166152851,0.163634326139914,"Stable"
"hsa-miR-2114-5p",0.29931462403792,0.179812957994569,2.42989852209723,0.119040604406687,0.166287318794263,"Stable"
"hsa-miR-140-5p",0.0964226648166421,5.47707349561694,2.41733260074574,0.119999105854489,0.167255390903381,"Stable"
"hsa-miR-423-5p",0.111732919888275,6.17934501936036,2.39110684813477,0.122027202202621,0.169706705050003,"Stable"
"hsa-miR-7-1-3p",-0.119059797983915,4.66086987384994,2.35856701380169,0.124596595525983,0.172898359430329,"Stable"
"hsa-miR-3117-3p",0.301996913551394,0.433035386065226,2.33489502045427,0.12650351849556,0.175127088533494,"Stable"
"hsa-miR-2277-5p",-0.185726594481046,0.00556849353261235,2.33175794591375,0.126758654557577,0.175127088533494,"Stable"
"hsa-miR-185-3p",0.154395385575022,3.16301667667957,2.25029963840001,0.133588533040172,0.184159246860631,"Stable"
"hsa-miR-769-3p",0.116210185096859,1.01149835822401,2.23350569655184,0.13504712740372,0.185763515861012,"Stable"
"hsa-miR-181c-3p",-0.115835732937982,7.08646988191891,2.21462143093896,0.13670859296789,0.187408575128778,"Stable"
"hsa-miR-582-3p",0.13540296691153,5.84355584879961,2.21316130394814,0.136838007236886,0.187408575128778,"Stable"
"hsa-miR-3199",-0.144198863270393,0.41103291090336,2.07053815111846,0.15016852470693,0.205219458927041,"Stable"
"hsa-miR-505-5p",0.101380994099768,2.60912961256479,2.02751817369443,0.154472680627874,0.210644564492555,"Stable"
"hsa-miR-4442",0.214798527181252,-0.334175971072365,1.95432812610363,0.162121216374176,0.2205969034897,"Stable"
"hsa-miR-3909",-0.180815609078948,-0.276931095053273,1.94820328894241,0.16278059508205,0.221016756253646,"Stable"
"hsa-miR-17-5p",-0.0950286153188114,8.1796696050413,1.94266505011097,0.16337945908022,0.22135281552804,"Stable"
"hsa-miR-423-3p",0.0745957646053653,7.06838531807179,1.92814840354225,0.164961161275001,0.223016162238736,"Stable"
"hsa-miR-3065-5p",0.200957078124107,3.31733995637139,1.92405173112866,0.165410687238701,0.223145038459061,"Stable"
"hsa-miR-339-5p",-0.103846450917917,5.08039045587619,1.90855846935034,0.167123474159989,0.224973907523062,"Stable"
"hsa-let-7e-3p",0.0865643529453426,5.13881445466509,1.88529116611772,0.169733988836113,0.228000880526122,"Stable"
"hsa-miR-455-5p",-0.144386364632666,4.22924077648386,1.87851268319508,0.170503287313778,0.228546959590809,"Stable"
"hsa-miR-23b-5p",-0.120425546291637,1.24935543619445,1.83960877722842,0.174996807868061,0.234072163390401,"Stable"
"hsa-miR-3922-3p",-0.197968686773818,-0.312296766327567,1.83421004111176,0.17563108474516,0.234290228450405,"Stable"
"hsa-miR-576-5p",0.091892816331109,3.24876538168075,1.83189725085487,0.175903615963558,0.234290228450405,"Stable"
"hsa-miR-330-3p",0.125350196566608,2.1387919621778,1.81129293477625,0.178353208006456,0.237051732160479,"Stable"
"hsa-miR-26b-3p",0.0795362670543578,5.74636871567644,1.79955697181424,0.179766064054882,0.238426569167528,"Stable"
"hsa-miR-203b-3p",-0.184419867002012,5.25388515437266,1.77842916075178,0.182342334807256,0.24133544312725,"Stable"
"hsa-miR-6514-5p",-0.168551984211523,-0.071657302253453,1.7087274559986,0.191150559847293,0.252463003571897,"Stable"
"hsa-miR-3613-5p",0.106067827227212,3.76358036580401,1.67696485752509,0.195328240186188,0.257440986019453,"Stable"
"hsa-miR-33a-3p",-0.127949593483297,1.04582574880468,1.6658367153122,0.196817101326142,0.258861740783861,"Stable"
"hsa-miR-151a-5p",0.0645603719670519,6.8944070957945,1.64402332700109,0.199774344262115,0.262203826844026,"Stable"
"hsa-miR-3913-3p",-0.179997741286454,-0.54449214042128,1.62095409068718,0.202958804562096,0.265829619280915,"Stable"
"hsa-miR-3917",-0.190514511970773,0.57493801433846,1.59568792408436,0.206515366803814,0.269926724245649,"Stable"
"hsa-miR-15a-3p",0.17400528991295,-0.518242082989781,1.54174723920516,0.214357919381022,0.27959728614916,"Stable"
"hsa-miR-101-5p",-0.107148914019568,4.45287411436861,1.50126804986746,0.22047635478896,0.286421988670153,"Stable"
"hsa-miR-197-3p",0.0761706134505779,8.05394931235976,1.50111768777401,0.220499467468293,0.286421988670153,"Stable"
"hsa-miR-335-3p",0.0741379724101325,6.11455887742322,1.49130507874105,0.222014079881553,0.287314872350152,"Stable"
"hsa-miR-153-3p",0.140075689177975,0.910536158806086,1.49075756293166,0.222098956880197,0.287314872350152,"Stable"
"hsa-miR-3170",0.12157129755957,0.797671915405687,1.47759892310421,0.224150571240651,0.289374712872152,"Stable"
"hsa-miR-3157-3p",0.17442467578818,-0.614170461646115,1.44541629410821,0.229264873339165,0.295371922706899,"Stable"
"hsa-miR-744-5p",0.0870397856109233,6.05781355815664,1.43710580652856,0.230608258609737,0.296496332498233,"Stable"
"hsa-miR-499a-5p",0.155456439708271,0.0426601474666897,1.42931663682714,0.231875996082034,0.297519098842529,"Stable"
"hsa-miR-320b",0.0909043801967436,2.15855047149904,1.42438276407285,0.232683366527135,0.297948213235966,"Stable"
"hsa-miR-424-5p",0.139210935969625,8.91161631868322,1.37729260636138,0.240562853773805,0.307412977439142,"Stable"
"hsa-miR-99a-3p",-0.0873336624276597,2.82007966556286,1.33996984178646,0.247039286744524,0.315050102528442,"Stable"
"hsa-miR-454-5p",0.123911752915901,-0.22190310160268,1.29629659749833,0.254890802348499,0.323776734034668,"Stable"
"hsa-let-7a-3p",-0.0740339453204538,5.11034982599635,1.29619219242869,0.254909936636818,0.323776734034668,"Stable"
"hsa-miR-4727-5p",0.172284445677006,-0.656595222631856,1.27989394682197,0.257918755015359,0.326939266920878,"Stable"
"hsa-let-7c-3p",0.109123675663697,4.817016047162,1.27377863515261,0.259059005644501,0.327725248104489,"Stable"
"hsa-miR-15a-5p",0.066056786605123,7.80032450021516,1.24009643525329,0.265452469209104,0.335140391987446,"Stable"
"hsa-miR-330-5p",0.0757532799586518,4.37088772898543,1.23182319711486,0.267052762448029,0.336486480684516,"Stable"
"hsa-miR-193a-5p",-0.102261836316946,8.01311797474337,1.21763758587076,0.269824775459985,0.339300615847885,"Stable"
"hsa-miR-4999-5p",-0.13584177454774,1.33256541717929,1.20540575864356,0.272243912100563,0.341660686500707,"Stable"
"hsa-miR-4661-5p",0.0976930018192447,1.59990715971063,1.17982856866797,0.277390898325992,0.347427964106114,"Stable"
"hsa-miR-3610",0.141262507488593,0.623911518924556,1.13290823983561,0.287155855211173,0.358944819013967,"Stable"
"hsa-miR-6833-3p",-0.135597466070947,-0.412385176399692,1.06315598444235,0.302496480254658,0.377371846654326,"Stable"
"hsa-miR-339-3p",0.0689686622247132,4.02269612876581,1.05900938213676,0.303441230670457,0.377802322771517,"Stable"
"hsa-miR-486-3p",0.176291095886323,-0.150590306726016,1.05242680093318,0.304948834157739,0.378930503982989,"Stable"
"hsa-miR-34b-5p",-0.182036309839186,0.0111694363822255,1.04718033743984,0.306157375330763,0.379683359170041,"Stable"
"hsa-miR-16-2-3p",-0.0745197809068437,2.87144612556719,1.02793902069186,0.310643224439714,0.384489649110059,"Stable"
"hsa-miR-643",0.138843654143577,-0.689513140252724,1.01669554026034,0.313304120673137,0.387022737302111,"Stable"
"hsa-miR-452-3p",-0.0913688196951462,1.66273069979313,1.00664259835463,0.315708514236206,0.389107524305009,"Stable"
"hsa-miR-3130-5p",0.162738075322029,2.3039445426089,1.00448761529924,0.316227067371689,0.389107524305009,"Stable"
"hsa-miR-93-5p",0.0704955234890516,11.6443470787438,0.992163922257248,0.319214067511601,0.39201727589144,"Stable"
"hsa-miR-125b-2-3p",-0.0809681551075823,5.70395081028983,0.984978997696771,0.320972655498591,0.393410064132515,"Stable"
"hsa-miR-3613-3p",0.108407783125859,0.117191258169874,0.981731551802682,0.321771687497577,0.393623617715483,"Stable"
"hsa-miR-326",-0.121706478390514,2.50602840019512,0.961008853021099,0.326932828829718,0.399162174733958,"Stable"
"hsa-miR-193a-3p",-0.0874689868058705,3.07982154566002,0.955093258032377,0.328426231880447,0.400209915057411,"Stable"
"hsa-miR-32-5p",0.0686817606120023,6.1598279594396,0.937795267833167,0.332845488065908,0.404812080080158,"Stable"
"hsa-miR-548aw",-0.12567695378443,-0.281818434903565,0.929159516814138,0.335081419377006,0.406746231613707,"Stable"
"hsa-miR-374b-3p",-0.070429932442767,1.25195765712871,0.903989977136348,0.341714099791738,0.413999774747682,"Stable"
"hsa-miR-10a-3p",-0.144642629220471,-0.22662979367267,0.895612004326381,0.343961025308466,0.415922161121562,"Stable"
"hsa-miR-320d",0.124831801673433,-0.135200905627434,0.891196277144104,0.345153333950452,0.41656436856089,"Stable"
"hsa-miR-6837-3p",0.100921221206656,0.175748180547592,0.874043572243352,0.349838303901399,0.421411341219658,"Stable"
"hsa-miR-5001-5p",0.146793716227992,-0.537701550577121,0.86629086257517,0.351984205439551,0.423187117226941,"Stable"
"hsa-miR-1306-3p",-0.0908403012237686,0.630113795745177,0.862599977917455,0.353012127683192,0.42361455321983,"Stable"
"hsa-miR-4660",-0.105731430577088,-0.205907340367357,0.832670025401342,0.361501597899753,0.432977199005408,"Stable"
"hsa-miR-4791",0.122675668237903,-0.0344297372414171,0.820950364668931,0.364902448020753,0.436221142795208,"Stable"
"hsa-miR-570-3p",0.14369648976227,-0.523957111500431,0.817180336723538,0.366005860994331,0.436711538686418,"Stable"
"hsa-miR-6509-5p",-0.11248200647317,-0.160597775488159,0.788377882276109,0.374591069364595,0.446110347258402,"Stable"
"hsa-miR-2355-3p",-0.0824504355031292,1.64678680335621,0.77486594495673,0.378715929978842,0.450171765823906,"Stable"
"hsa-miR-504-5p",0.146783547442755,0.155636831630677,0.731922162756291,0.392260849414952,0.465394228119435,"Stable"
"hsa-miR-3682-3p",-0.0958954056862197,-0.122506310817113,0.720255217029091,0.396060206105882,0.469018665125387,"Stable"
"hsa-miR-18a-3p",0.100145013272703,-0.136441814310971,0.683988131125034,0.408216799047866,0.482507661163519,"Stable"
"hsa-let-7g-3p",0.05233516607818,6.20307845514318,0.669721586109404,0.413148691616291,0.487318215459497,"Stable"
"hsa-miR-27b-3p",-0.0524270063791284,11.5884791677693,0.667759834231447,0.413833722652112,0.487318215459497,"Stable"
"hsa-miR-629-5p",-0.0552694512038629,6.47292236631247,0.649525963944484,0.420282210787845,0.493988419396161,"Stable"
"hsa-miR-4444",0.0821512490697319,0.82664971341793,0.639948510086867,0.423729443022952,0.497112754384469,"Stable"
"hsa-miR-99a-5p",0.05295968409376,10.7201410579091,0.63739083044635,0.424657197479471,0.497275156899752,"Stable"
"hsa-miR-92a-1-5p",-0.0692662549240532,1.26176027888063,0.613654978354532,0.433414955763065,0.506588909333453,"Stable"
"hsa-miR-25-3p",-0.0368908555136216,12.6074690859709,0.611364945942341,0.434274346284306,0.506653403998357,"Stable"
"hsa-miR-26a-1-3p",-0.0855387742438245,0.185360554072491,0.604926845021794,0.436704361975572,0.508546669213698,"Stable"
"hsa-miR-5706",0.0998026641234695,-0.30338878919402,0.595420946858951,0.440330495084283,0.511823269193908,"Stable"
"hsa-miR-545-5p",0.104042459903447,-0.640444830434842,0.540344818253573,0.462289857723584,0.536358398463827,"Stable"
"hsa-miR-374a-3p",0.0576077254724547,10.0111434813537,0.509509524061741,0.475351256470576,0.549550709633114,"Stable"
"hsa-miR-374a-5p",0.0392677812688701,5.45126359606263,0.509385524262598,0.475404978968329,0.549550709633114,"Stable"
"hsa-miR-342-3p",-0.0625393913418953,6.57669876602785,0.501005580019921,0.47905861200069,0.552759936923873,"Stable"
"hsa-miR-29c-3p",-0.0554215084880672,12.481194474397,0.495653497263788,0.481416189083311,0.554464715031967,"Stable"
"hsa-miR-5000-3p",0.0605192996123998,0.841381572995126,0.493005328222921,0.482589750507169,0.554802085437073,"Stable"
"hsa-miR-93-3p",0.0497102358277182,3.2993135991335,0.480403319709012,0.488239686155278,0.560275049686384,"Stable"
"hsa-let-7a-5p",-0.0583027479638462,15.6970819778819,0.475649814578674,0.490399407585136,0.561730230506611,"Stable"
"hsa-miR-15b-5p",0.0455705173042886,7.76676398411559,0.467113947103599,0.494317892604735,0.565191056880187,"Stable"
"hsa-miR-192-5p",0.0436828320895463,9.51543936078467,0.431143660217913,0.51142830457907,0.583213579732998,"Stable"
"hsa-miR-6868-3p",0.11631475016501,-0.145668778223012,0.430116233019817,0.511931919987854,0.583213579732998,"Stable"
"hsa-miR-627-5p",0.0721960362413016,0.734084118620903,0.421984704423835,0.515948373079669,0.586728294296375,"Stable"
"hsa-miR-581",0.0781535328399749,-0.312812187226261,0.396893763927096,0.528697822384193,0.600143474057732,"Stable"
"hsa-miR-1277-3p",0.0560915512313719,1.02820821921267,0.389030974255661,0.53280920301305,0.603507548152347,"Stable"
"hsa-miR-34c-5p",-0.0900424694903402,2.11328561212737,0.387574125492733,0.533577308445805,0.603507548152347,"Stable"
"hsa-miR-219b-3p",-0.0907050452651919,-0.672234229562598,0.377187469888668,0.539112311694758,0.608675190623113,"Stable"
"hsa-miR-149-5p",0.0662674855677733,4.60158719738805,0.366277250929954,0.545040511309281,0.614267481439798,"Stable"
"hsa-miR-744-3p",0.0414285310027651,4.16625078312524,0.361225611274847,0.547826349080574,0.616304642715646,"Stable"
"hsa-miR-99b-3p",0.0389114788509689,6.61213683294023,0.355052772108252,0.551266720510305,0.618196291177154,"Stable"
"hsa-let-7b-3p",0.0370203224513723,4.68691465514982,0.354689686658844,0.551470342288191,0.618196291177154,"Stable"
"hsa-miR-16-5p",0.0274639783175735,9.33640264397362,0.330981230797136,0.56508187428738,0.632329628421047,"Stable"
"hsa-miR-30b-5p",0.0356655280463986,9.54230262000449,0.328985478109189,0.566257086838042,0.632521214021218,"Stable"
"hsa-miR-2355-5p",0.0353171617201127,5.16853674723415,0.320677522839105,0.571200762785171,0.636882259122963,"Stable"
"hsa-miR-548b-3p",0.0624897298631801,1.48683873578526,0.319043375732178,0.572183108989836,0.636882259122963,"Stable"
"hsa-miR-191-3p",0.0529227699929802,0.967877268377399,0.313802061806769,0.575356405999879,0.639284895555422,"Stable"
"hsa-miR-4521",0.0810636306964255,-0.376646771478707,0.308489278636841,0.5786087071892,0.641766699875345,"Stable"
"hsa-miR-5091",-0.0916190823001122,0.839237393971398,0.296735207325696,0.585936428787828,0.648752109202691,"Stable"
"hsa-miR-579-5p",0.0758685867423788,-0.501175010443748,0.295071617862959,0.586988698708646,0.64877698278324,"Stable"
"hsa-miR-125a-5p",0.0371327914950329,10.9488817175784,0.268451810784427,0.604372206345479,0.666820472850528,"Stable"
"hsa-miR-10a-5p",0.0508395230247025,12.2919350081866,0.25019632817731,0.616936870677207,0.679493406515106,"Stable"
"hsa-miR-215-5p",-0.0480876344999122,1.82945560054778,0.232239827413025,0.62986798082452,0.692525005095022,"Stable"
"hsa-miR-346",-0.0589921417914179,1.48393886828157,0.225157736468361,0.635137773833886,0.697102434695729,"Stable"
"hsa-miR-1301-5p",0.070279402946067,-0.627112007779531,0.220209217662386,0.638880551242551,0.699990864839664,"Stable"
"hsa-miR-103a-2-5p",0.0580412083907518,1.15188728122575,0.207204782654344,0.648967144169774,0.70980781393569,"Stable"
"hsa-miR-340-5p",-0.0437962966639477,3.95997677900803,0.203850178861387,0.651630877756019,0.711486053702413,"Stable"
"hsa-miR-378a-5p",-0.0360338238666889,5.05624436464853,0.186694449615004,0.665682157290155,0.725570517461587,"Stable"
"hsa-miR-628-3p",0.041607251353178,1.36616436625336,0.181065724657117,0.670458968860104,0.729514940210476,"Stable"
"hsa-let-7d-3p",0.0250113956061643,9.41834594723174,0.169383535748523,0.680660261009274,0.73933786971697,"Stable"
"hsa-miR-942-3p",-0.064731028900171,-0.672144218371779,0.153482405644525,0.695229414966514,0.752612547009437,"Stable"
"hsa-miR-505-3p",-0.0200885079422884,4.79843375371657,0.153438697858519,0.695270638665861,0.752612547009437,"Stable"
"hsa-miR-24-1-5p",-0.023645760177073,4.61537239941061,0.148337384999081,0.700129302875253,0.756571973947529,"Stable"
"hsa-miR-4677-5p",-0.0520925084956847,-0.426351798424932,0.141759167161013,0.706538387606096,0.762190383890138,"Stable"
"hsa-let-7g-5p",0.0294832537598695,10.1130241157921,0.139042998949435,0.709234260298166,0.763790741859564,"Stable"
"hsa-miR-939-5p",0.039542906661404,0.0201820223221971,0.136738112376122,0.711545547816412,0.764972175980101,"Stable"
"hsa-miR-4746-5p",0.0360383808498455,0.943060832187648,0.128447546768257,0.720047137117165,0.772793349887247,"Stable"
"hsa-miR-374b-5p",0.0192720239395569,6.50373868321214,0.123342827096963,0.725436828708425,0.777253745044741,"Stable"
"hsa-miR-151a-3p",0.0208274952289748,11.4938556101436,0.122015318083584,0.726858910603045,0.777455201493919,"Stable"
"hsa-miR-34b-3p",-0.0537969848154047,0.21144677905258,0.118353207113387,0.730827477960232,0.780375103584654,"Stable"
"hsa-miR-590-5p",0.0201130375797631,3.67430224442705,0.113287319860262,0.736432164790402,0.784579470380545,"Stable"
"hsa-miR-4685-3p",-0.0512402561917395,-0.644022950145686,0.112553413430248,0.737255629309972,0.784579470380545,"Stable"
"hsa-let-7f-5p",-0.0327809049447637,14.6423293276222,0.0837969288304521,0.772216384378407,0.820398519660028,"Stable"
"hsa-miR-769-5p",0.0146230893006082,3.98768489407824,0.0826582274588645,0.773726869074305,0.820619406593959,"Stable"
"hsa-miR-592",-0.0399604876991741,2.46234865353693,0.0806130805012799,0.776468296112761,0.822142901766453,"Stable"
"hsa-miR-624-5p",-0.0233050722275552,0.896221920944843,0.0688244544165286,0.793056124806195,0.838297581590441,"Stable"
"hsa-let-7c-5p",0.0197027241012273,12.3486429446909,0.0661742637866496,0.796990737179797,0.839988956444681,"Stable"
"hsa-miR-4326",-0.0374168347828739,1.59872413057127,0.0658993816614384,0.797403617338385,0.839988956444681,"Stable"
"hsa-miR-23c",0.0578233386982187,-0.0223790899717718,0.0650164069805328,0.798736113236058,0.839988956444681,"Stable"
"hsa-miR-15b-3p",-0.0175961766607867,4.54566512414391,0.0641916519090273,0.799989482328268,0.839988956444681,"Stable"
"hsa-miR-548o-3p",-0.0254882214665146,-0.067037165220054,0.0624535796723649,0.80265915984657,0.84138980150306,"Stable"
"hsa-miR-4797-3p",-0.0287186937960625,0.115737158048025,0.0571632891900435,0.81103699398679,0.848759644869897,"Stable"
"hsa-miR-16-1-3p",-0.0151113044229836,2.51547356099487,0.0471458423509716,0.828106307407777,0.865185694306633,"Stable"
"hsa-miR-27b-5p",0.0144486029454863,4.86267632428601,0.0446152363751366,0.832713115248059,0.866483001483612,"Stable"
"hsa-miR-550a-3p",0.0220665736806713,0.797544405492755,0.0443424856811703,0.833217708182555,0.866483001483612,"Stable"
"hsa-miR-760",0.0273956434208729,-0.102303764267926,0.0439109172235703,0.834019438625778,0.866483001483612,"Stable"
"hsa-let-7f-2-3p",-0.0190403946956972,1.00613076235624,0.0434664216896863,0.834849495080242,0.866483001483612,"Stable"
"hsa-miR-29b-1-5p",0.0162102779519188,2.98363884580786,0.035194332896765,0.851189029201235,0.881988632231543,"Stable"
"hsa-miR-320c",-0.0169807191228837,0.236269847310772,0.0332822529867371,0.855241954735881,0.884733056623325,"Stable"
"hsa-miR-181a-3p",0.013916341647372,8.26681754989354,0.0309768401482415,0.860292067348859,0.888498364638986,"Stable"
"hsa-miR-9-5p",0.0275927202115678,6.568356078681,0.028073960307438,0.866935060434753,0.893893761168403,"Stable"
"hsa-let-7f-1-3p",0.00914559924809091,2.41072037075576,0.0227539366322276,0.880098712846347,0.904814992805858,"Stable"
"hsa-miR-181b-3p",0.0160691431876162,4.85968027146027,0.0226391105368293,0.880399350142843,0.904814992805858,"Stable"
"hsa-miR-455-3p",-0.0146468961374773,6.88906423086473,0.0202493255045511,0.886842947990759,0.909952861944916,"Stable"
"hsa-miR-10b-3p",-0.0125617115790595,3.01463595552201,0.0155384589623964,0.900797986432324,0.921924114996373,"Stable"
"hsa-miR-5698",0.0250915840926345,0.94819068240311,0.0153379246171426,0.901436912440898,0.921924114996373,"Stable"
"hsa-miR-632",0.0174784158016653,0.145937454725759,0.0139794338421098,0.905881731141912,0.924968380258354,"Stable"
"hsa-miR-378c",-0.0105707233253212,2.06653999841838,0.0115399828731597,0.914452367679643,0.932208724333616,"Stable"
"hsa-miR-34a-5p",-0.00889135338958802,8.93760730397112,0.00986223849804446,0.920893088608504,0.937257909246135,"Stable"
"hsa-miR-378a-3p",-0.00706197786043266,7.77963553747334,0.00701031169262478,0.93327300928133,0.94647984575798,"Stable"
"hsa-miR-4786-5p",-0.0125853278821272,-0.505565805700125,0.00660839949966885,0.935209685943955,0.94647984575798,"Stable"
"hsa-miR-4536-3p",-0.0101679277235042,-0.242594524015879,0.00641962785073247,0.936139764112144,0.94647984575798,"Stable"
"hsa-miR-342-5p",0.00593107897203546,2.8499824748319,0.00618637000764011,0.937308247906699,0.94647984575798,"Stable"
"hsa-miR-4781-3p",0.0116066740271585,-0.610506705420363,0.00615526053491067,0.937465751988856,0.94647984575798,"Stable"
"hsa-miR-639",-0.0101914686602101,0.543817675543419,0.00531619919212289,0.941875929473261,0.948117800878107,"Stable"
"hsa-let-7b-5p",0.0054032946583536,13.2718821867562,0.00513884846208157,0.942851987350403,0.948117800878107,"Stable"
"hsa-miR-6733-3p",0.009511437682653,-0.108679436121518,0.00500445530542493,0.943602954207259,0.948117800878107,"Stable"
"hsa-let-7e-5p",-0.00338475515142829,11.6587457894649,0.00132050564866404,0.97101224245732,0.974104638133935,"Stable"
"hsa-miR-3940-3p",0.00558524615749254,-0.148159273952155,0.00108229044985819,0.973755781706471,0.97530388310823,"Stable"
"hsa-miR-30d-3p",-0.00178713777133341,3.57233597983952,0.000754613740298282,0.978084680939477,0.978084680939477,"Stable"
