"","logFC","AveExpr","t","P.Value","adj.P.Val","B","tag"
"hsa-miR-34a-5p",2.23370972394294,8.51614819920293,19.1074718770701,2.12038879310314e-63,1.33584493965498e-60,133.576691379974,"Up"
"hsa-miR-4709-3p",3.05309959363899,2.85551843771779,15.884287767752,2.20295822708491e-47,6.93931841531748e-45,96.8949535618847,"Up"
"hsa-miR-451a",-2.60777926514733,9.53649862540835,-15.0413924076242,2.28313555792827e-43,4.79458467164936e-41,87.7043758452222,"Down"
"hsa-miR-221-3p",3.00048629969326,10.0212577883089,14.9073617901567,9.74138652309936e-43,1.12612391412508e-40,86.2838918083817,"Up"
"hsa-miR-486-5p",-2.53817087205807,7.44403592220087,-14.903285742397,1.0179921055189e-42,1.12612391412508e-40,86.2288817469442,"Down"
"hsa-miR-222-3p",2.98411695113238,8.05288983410544,14.8984569246817,1.07249896583341e-42,1.12612391412508e-40,86.2027583140595,"Up"
"hsa-miR-34a-3p",1.97454543139381,0.274873657978037,14.8238526233448,2.39864588399235e-42,2.13189177084426e-40,85.3866673984028,"Up"
"hsa-miR-144-5p",-2.49743124231916,7.31024609614794,-14.8126236506515,2.70716415345303e-42,2.13189177084426e-40,85.2579025379323,"Down"
"hsa-miR-146b-3p",5.07581962246148,10.5160625506494,14.0704439067486,7.33509618462673e-39,5.13456732923871e-37,77.4288485716033,"Up"
"hsa-miR-146b-5p",4.9069907681779,12.8966086708503,13.7902306691585,1.37958763239127e-37,8.691402084065e-36,74.493298264946,"Up"
"hsa-miR-181b-5p",1.31754673413568,9.96932410903808,13.6264743776371,7.56176472826555e-37,4.33082888982482e-35,72.8035477829415,"Up"
"hsa-miR-6854-5p",1.9410210268968,0.155969140309367,12.7398674565225,6.29829074724613e-33,3.30660264230422e-31,63.9722011994612,"Up"
"hsa-miR-9-5p",-2.12841427702638,5.95733964835694,-12.5508019724509,4.13850156271459e-32,2.0055815265463e-30,61.9881429394716,"Down"
"hsa-miR-1179",-2.84534853758111,1.035111935562,-12.4963600191473,7.09605892264989e-32,3.19322651519245e-30,61.52435363882,"Down"
"hsa-miR-26a-5p",-0.747990740364015,11.7574082441915,-12.4803234968106,8.31547702513248e-32,3.49250035055564e-30,61.2604550352165,"Stable"
"hsa-miR-181b-2-3p",1.88256713844361,3.7144058668795,12.1997767644864,1.30793184436656e-30,5.14998163719332e-29,58.6597197124703,"Up"
"hsa-miR-181a-2-3p",1.26703366186149,12.0341138736196,12.0672465557979,4.74743817870034e-30,1.75934473681248e-28,57.2562968374444,"Up"
"hsa-miR-1247-5p",-2.60397889082266,0.409008592840061,-11.9735023156127,1.17578413717784e-29,4.11524448012244e-28,56.4823135174487,"Down"
"hsa-miR-4732-3p",-1.97102191128037,-1.07757070202624,-11.7911763051181,6.77915916316203e-29,2.24782645936425e-27,54.7991215454324,"Down"
"hsa-miR-144-3p",-2.03787461224981,3.53436847348037,-11.6903017278072,1.77472578932941e-28,5.59038623638764e-27,53.730298251849,"Down"
"hsa-miR-7-2-3p",-2.80747015257036,0.883079738865213,-11.6658715595502,2.23886711040518e-28,6.71660133121555e-27,53.5500265113847,"Down"
"hsa-miR-181a-5p",1.05290649495011,12.2229562965346,11.6349833571901,3.00202779534526e-28,8.59671595939779e-27,53.1418701214197,"Up"
"hsa-miR-652-3p",-1.09758500770189,4.90711749024254,-11.5627942960706,5.94746442462601e-28,1.62908808152799e-26,52.5211900693719,"Down"
"hsa-miR-363-3p",-1.48799620979948,2.17628895977576,-11.4508542517335,1.70811069912406e-27,4.48379058520065e-26,51.5260265811054,"Down"
"hsa-miR-21-5p",1.37859336173367,16.8820759341356,11.269792523433,9.28539360647098e-27,2.33991918883069e-25,49.7092460389766,"Up"
"hsa-miR-28-3p",-0.887676458834644,10.4700652858122,-11.2572185388168,1.04374007604849e-26,2.52906249196365e-25,49.6259677408317,"Stable"
"hsa-miR-28-5p",-0.649529124917202,5.83518417658303,-10.9729709425281,1.43633918706625e-25,3.35145810315459e-24,47.0785767651632,"Stable"
"hsa-miR-138-1-3p",-1.57260388571599,2.07943987240744,-10.8966235136015,2.88363112167508e-25,6.48817002376894e-24,46.4520094212897,"Down"
"hsa-miR-7-5p",-2.80038743716989,1.82201790120766,-10.8779560185489,3.41776001967649e-25,7.42478900826273e-24,46.2705261663167,"Down"
"hsa-miR-744-5p",1.01102802523552,5.82174972940048,10.7007532513294,1.6991669420505e-24,3.56825057830606e-23,44.6535568074266,"Up"
"hsa-miR-16-1-3p",1.02567696900105,2.24271038493323,10.5493178127268,6.59985442315644e-24,1.34126073760921e-22,43.425712530622,"Up"
"hsa-miR-6730-5p",1.87015464790688,-0.826951952983694,10.5202112997332,8.55395649532768e-24,1.66588448675821e-22,43.239051219132,"Up"
"hsa-miR-4787-3p",1.32892598578711,2.0876054460249,10.5179734517196,8.72606159730492e-24,1.66588448675821e-22,43.1671783555175,"Up"
"hsa-miR-486-3p",-1.55475838757821,-1.07035604996822,-10.3106129604196,5.45927868573397e-23,1.01157222706247e-21,41.3892915521872,"Down"
"hsa-miR-181a-3p",0.963352118509571,8.01684598898419,10.2979698205713,6.10022019066494e-23,1.09803963431969e-21,41.0764598959036,"Stable"
"hsa-miR-214-3p",-1.58864068032622,1.18936459460669,-10.214252904621,1.26930775717272e-22,2.22128857505225e-21,40.4661133457108,"Down"
"hsa-miR-204-5p",-2.72470788804108,4.20364362239012,-10.1034390933549,3.32725233842536e-22,5.66532154921076e-21,39.4150067359731,"Down"
"hsa-miR-551b-3p",3.87088573718577,3.73348851559213,9.86428206614849,2.59825178108816e-21,4.19717595406549e-20,37.5726836970115,"Up"
"hsa-miR-3074-5p",-1.24260011261274,2.00779009196724,-9.86697439256768,2.53930404355197e-21,4.19717595406549e-20,37.4849190525098,"Down"
"hsa-miR-15a-5p",0.664446073083581,7.64971061985247,9.83593952524551,3.30739643994358e-21,5.20914939291114e-20,37.1300968412979,"Stable"
"hsa-miR-335-3p",0.726853455380093,5.9502869383432,9.69292692085792,1.10947776644343e-20,1.70480729965698e-19,35.9617930654961,"Stable"
"hsa-miR-99a-5p",-0.779318922741249,10.6203608751445,-9.58537642399915,2.73440139407472e-20,4.10160209111208e-19,34.9984039741973,"Stable"
"hsa-miR-221-5p",2.45828027012283,3.79106248582143,9.49809295412744,5.65614031961073e-20,8.28690325896455e-19,34.4733977176098,"Up"
"hsa-miR-138-5p",-1.42792064353254,5.33662479871847,-9.25382031706274,4.21684661484273e-19,6.03775765307027e-18,32.3523309091153,"Down"
"hsa-miR-942-5p",-0.931428361935543,1.58164119102709,-9.19651466296501,6.71899157792645e-19,9.40658820909703e-18,32.0097247790358,"Stable"
"hsa-miR-181d-5p",1.02674542825529,5.74094541676896,9.03530626779762,2.46356129649701e-18,3.37400786259374e-17,30.6378275781985,"Up"
"hsa-miR-345-3p",-1.57421155076875,0.290000104375361,-8.97674860021215,3.93302901952286e-18,5.27193251553065e-17,30.3109148479106,"Down"
"hsa-miR-181b-3p",1.00721404531461,4.43094595662506,8.97404123622386,4.01880482509494e-18,5.2746813329371e-17,30.1906292509476,"Up"
"hsa-miR-222-5p",1.60740506288464,4.7316120681834,8.81743760556303,1.38849472534172e-17,1.78520750401078e-16,28.9749773192573,"Up"
"hsa-miR-153-5p",-1.08020472218886,3.25141491096594,-8.64298142878157,5.42142873394207e-17,6.83100020476701e-16,27.6141088007881,"Down"
"hsa-miR-1247-3p",-2.45189891929232,1.8838299298786,-8.63023658434493,5.98392412957832e-17,7.3919062777144e-16,27.5318937381934,"Down"
"hsa-miR-199b-5p",-2.51974086904526,5.05535683934956,-8.62334833108312,6.31157577612714e-17,7.6467168056925e-16,27.4030096297086,"Down"
"hsa-miR-195-5p",-1.06754123593147,4.80199881928515,-8.60674795712111,7.17588874894149e-17,8.52983002232668e-16,27.3000542789453,"Down"
"hsa-miR-96-5p",1.21302390226392,3.73708192123689,8.57304995877964,9.30623986434575e-17,1.08572798417367e-15,27.1293434056326,"Up"
"hsa-miR-937-3p",1.2478198149566,0.227098006838698,8.48285524760531,1.85917473120263e-16,2.09157157260296e-15,26.6286868000643,"Up"
"hsa-miR-25-3p",-0.494622736377947,12.5841742066687,-8.51221495566123,1.48508015300656e-16,1.70109181162569e-15,26.4949520132038,"Stable"
"hsa-miR-152-3p",-1.07283517197882,8.45850489306638,-8.4739427892458,1.99016276151107e-16,2.19965357851224e-15,26.2382690730993,"Down"
"hsa-miR-199a-3p",-1.4588833312469,9.94571298439769,-8.45106026979913,2.36972297343522e-16,2.5740094366624e-15,26.0504323585401,"Down"
"hsa-miR-199b-3p",-1.4391499777396,9.87927445325818,-8.43418875093406,2.69459458633954e-16,2.87727896507443e-15,25.9245211198285,"Down"
"hsa-miR-675-3p",-1.76889987312906,1.72385995442924,-8.41254989035781,3.17637886048725e-16,3.33519780351161e-15,25.910319764572,"Down"
"hsa-miR-106a-5p",-0.714423400239381,2.59397015684645,-8.26452805865722,9.70254082817066e-16,1.00206569208976e-14,24.8063753152508,"Stable"
"hsa-miR-181c-3p",0.848206383767816,6.83799017458188,8.1875382217392,1.72398094950419e-15,1.75178709385103e-14,24.1591226871752,"Stable"
"hsa-miR-151a-5p",0.496413485640898,6.81044338675026,8.12665774437777,2.70818948829659e-15,2.70818948829659e-14,23.7104356545273,"Stable"
"hsa-miR-135b-3p",1.13866256907225,1.15248779674742,8.08059546583291,3.8048566535198e-15,3.74540576830855e-14,23.6306471972128,"Up"
"hsa-miR-6842-3p",1.20841616448659,2.17282654474538,8.0634176744271,4.31756822629507e-15,4.18471997317829e-14,23.442434212555,"Up"
"hsa-miR-183-3p",1.31313810608925,-1.44334803895537,8.04786059159569,4.84041694084207e-15,4.62039798898562e-14,23.4381809435127,"Up"
"hsa-miR-423-3p",0.518970687529262,6.97089077500179,7.96786165161347,8.68955117604098e-15,8.17077200135197e-14,22.5610522384143,"Stable"
"hsa-miR-508-5p",1.5996180222035,-0.370014601348682,7.89359922520524,1.48982004108618e-14,1.36027047229608e-13,22.3382703842179,"Up"
"hsa-miR-1307-5p",1.09744420690059,7.89053931799941,7.92728185436197,1.16720881454331e-14,1.08138463700336e-13,22.2628363042311,"Up"
"hsa-miR-20b-5p",-1.18942696461042,3.09029857766133,-7.81716479110869,2.58429369822339e-14,2.32586432840105e-13,21.5495072579459,"Down"
"hsa-miR-153-3p",-1.04606284829932,0.419907642954891,-7.75312477321838,4.08663217537413e-14,3.57580315345237e-13,21.2380583170144,"Down"
"hsa-miR-224-5p",0.921700226307542,3.89605861935365,7.76543985437979,3.74275861553529e-14,3.3210393349116e-13,21.2145329020389,"Stable"
"hsa-miR-6730-3p",1.25242269405266,-1.57815717427943,7.72482340125908,4.9993508151065e-14,4.31450823769465e-13,21.1527153285003,"Up"
"hsa-miR-411-5p",-1.46866160124791,0.319930846836653,-7.69711891245891,6.08657386976365e-14,5.18181288912311e-13,20.833018114793,"Down"
"hsa-miR-27b-5p",0.656522736384208,4.66511497091925,7.65862548508455,7.99306875542697e-14,6.71417775455865e-13,20.4343940457664,"Stable"
"hsa-miR-18a-5p",-0.756408649165766,2.05861138254492,-7.62954273250935,9.8132856955879e-14,8.13469735292155e-13,20.2943172887477,"Stable"
"hsa-miR-3613-5p",0.890489611124012,3.47700278325026,7.53068805091191,1.96192611440953e-13,1.60521227542598e-12,19.6076888804864,"Stable"
"hsa-miR-190a-5p",-0.973937054041405,2.76172674693642,-7.51194902314983,2.23546107823515e-13,1.80556471703609e-12,19.4480620840105,"Stable"
"hsa-miR-375-3p",2.37297854470115,11.4283725869952,7.42308380971593,4.13674938233306e-13,3.29892672262003e-12,18.720609701747,"Up"
"hsa-miR-369-5p",-1.38875189371548,-0.628861772051492,-7.35192833160575,6.74319275602526e-13,5.3102642953699e-12,18.5405613496812,"Down"
"hsa-miR-659-5p",0.690099007956729,1.03076651304441,7.33081828548793,7.78950026767707e-13,6.05850020819327e-12,18.4039193504885,"Stable"
"hsa-miR-506-3p",1.45130070170528,-0.984366203227045,7.31985012891405,8.3946198011395e-13,6.44952496916815e-12,18.3964138394309,"Up"
"hsa-miR-508-3p",1.42935701441528,4.91044569078882,7.26525899039082,1.2165844783181e-12,9.23431591976393e-12,17.7758702133778,"Up"
"hsa-miR-26b-5p",-0.577286427015679,10.3317682951802,-7.25051628491327,1.34429510541756e-12,1.00822132906317e-11,17.552790950099,"Stable"
"hsa-miR-100-5p",-0.833741996878365,13.4540522563241,-7.24149516316642,1.42885263755146e-12,1.05903195489108e-11,17.4627947215086,"Stable"
"hsa-miR-671-5p",0.862990167000866,2.05038096170303,7.17611512478794,2.21924182210222e-12,1.62572366037721e-11,17.3156241744064,"Stable"
"hsa-let-7e-3p",0.567976265389396,4.97250579473581,7.13747889940376,2.87442787033017e-12,2.08148225092875e-11,16.9094439355012,"Stable"
"hsa-miR-7705",1.0233756463577,-1.47540797948917,7.07219586415462,4.43890603152277e-12,3.10723422206594e-11,16.7707997185717,"Up"
"hsa-miR-1226-3p",0.953318675122792,0.0416133061905393,7.06618906041746,4.61924317464806e-12,3.19793758244866e-11,16.7264683207141,"Stable"
"hsa-miR-218-5p",-0.721289861385228,6.98149427475952,-7.09377896151274,3.8462380979439e-12,2.75355682011893e-11,16.5613130192231,"Stable"
"hsa-miR-365b-3p",-0.68019469478927,4.59929298881099,-7.07535280243459,4.34692067365027e-12,3.07703373528053e-11,16.4881955952933,"Stable"
"hsa-miR-365a-3p",-0.677375777201537,4.59847161889008,-7.04567093502576,5.29124366961288e-12,3.58439087296356e-11,16.2957229512162,"Stable"
"hsa-miR-30a-5p",-0.635146402698059,16.0323869696356,-7.05670497673707,4.91873557817608e-12,3.36826458070754e-11,16.232188632051,"Stable"
"hsa-miR-425-5p",-0.616444238413049,6.56919375419172,-6.99942570915057,7.17794676604286e-12,4.8107515559649e-11,15.9590127447233,"Stable"
"hsa-miR-1277-3p",0.93367614850765,0.504574485664953,6.87277525319369,1.64100017745063e-11,1.07690636645197e-10,15.4741559207933,"Stable"
"hsa-miR-514a-3p",1.42413913598575,3.75120261105856,6.89141375936364,1.45409674811306e-11,9.64295738222347e-11,15.3994689232404,"Up"
"hsa-miR-187-3p",2.08345907647149,1.85419770307908,6.8107121062822,2.44987816910887e-11,1.55901338034201e-10,15.0567977754674,"Up"
"hsa-miR-509-3p",1.46868777057629,2.64359100247205,6.81393545145973,2.39959090128315e-11,1.54259415082488e-10,14.9818045016576,"Up"
"hsa-miR-154-5p",-1.2239408970924,-0.383912170451399,-6.80156588679089,2.59826679260444e-11,1.6369080793408e-10,14.9667118598365,"Down"
"hsa-miR-143-3p",-0.927811068585529,16.0217131737395,-6.85932094535804,1.79038114784468e-11,1.16282486921871e-10,14.966002663699,"Stable"
"hsa-miR-3610",1.22072426223848,-0.27111147833432,6.72856469624295,4.14501861983654e-11,2.53530265096798e-10,14.5933269325614,"Up"
"hsa-miR-374b-5p",-0.454393913462589,6.49472542186739,-6.78049744872857,2.97445674924949e-11,1.8553542099279e-10,14.5712588788439,"Stable"
"hsa-miR-27a-5p",-1.14639697991528,3.47862176521435,-6.75371761241306,3.53050709938819e-11,2.1806073260927e-10,14.4607946560673,"Down"
"hsa-miR-215-5p",-0.740684821400872,1.53286715324602,-6.68306297377073,5.53422022605727e-11,3.35246032924623e-10,14.1249928836897,"Stable"
"hsa-miR-639",1.2216201474727,-0.392980416704,6.62872361393558,7.79931725989317e-11,4.6795903559359e-10,13.9787001009938,"Up"
"hsa-miR-6514-5p",0.977912687555107,-1.01783190692432,6.60583787246981,9.00559535520834e-11,5.30235988203855e-10,13.8395919778817,"Stable"
"hsa-miR-193b-3p",-0.853468095449115,4.23637895938282,-6.61746315740677,8.37160566968053e-11,4.97557695462145e-10,13.6004471253958,"Stable"
"hsa-miR-503-5p",1.33631525226998,3.98520344356459,6.59758014532169,9.48428570611253e-11,5.53249999523231e-10,13.5496603762026,"Up"
"hsa-miR-379-5p",-1.5694993605428,6.64544338856907,-6.58126064523637,1.05047949255533e-10,6.07157871843906e-10,13.319090828131,"Down"
"hsa-let-7c-5p",-0.565527915153755,12.2074985358445,-6.54913102958228,1.28382266179101e-10,7.35280251753034e-10,13.0712709862314,"Stable"
"hsa-miR-6734-5p",0.979947039741215,-1.59564746304352,6.43562677374071,2.59096519419164e-10,1.4318491862638e-09,12.8106163736082,"Stable"
"hsa-miR-125a-5p",0.553332849211717,10.7651390992346,6.49141462832553,1.83705049614782e-10,1.04265028159741e-09,12.7424184635619,"Stable"
"hsa-miR-337-3p",-1.26553224591332,2.47822882852508,-6.4588036415908,2.24671116487839e-10,1.25259118041893e-09,12.6863460580865,"Down"
"hsa-miR-99b-3p",0.503439999751561,6.44610516931928,6.46637362184949,2.14429867360101e-10,1.20616800390057e-09,12.6557712194788,"Stable"
"hsa-miR-3065-5p",1.32148742820157,2.4690420203373,6.42933991001439,2.69292739827955e-10,1.47525587905749e-09,12.6277345612294,"Up"
"hsa-miR-577",-1.29237663184434,1.47611093011152,-6.41247596838961,2.9862313750722e-10,1.60797074042349e-09,12.4595581359841,"Down"
"hsa-miR-1307-3p",0.575360679676413,9.42162679035183,6.41848949765876,2.87822060509201e-10,1.56317153552411e-09,12.3179466873864,"Stable"
"hsa-miR-455-5p",-0.754353075081958,3.97780300150081,-6.3831571968387,3.57232517470205e-10,1.89123097484226e-09,12.1935437156221,"Stable"
"hsa-miR-145-5p",-0.77670010788955,10.5565051107285,-6.38784322701404,3.47161460971733e-10,1.85348915603552e-09,12.1133796386045,"Stable"
"hsa-miR-16-2-3p",-0.516740487163206,2.75260887434141,-6.35084050344878,4.34906538892182e-10,2.28325932918395e-09,12.0541974263053,"Stable"
"hsa-miR-1275",-1.17699159617364,-0.533591513724682,-6.28248837452381,6.57564493121314e-10,3.34085186021313e-09,11.8327149194465,"Down"
"hsa-miR-3065-3p",1.14820180253539,6.78173864781895,6.32560560070568,5.06836542091626e-10,2.63890100427871e-09,11.8198335882387,"Up"
"hsa-miR-30a-3p",-0.633933722281634,14.0709165726066,-6.31125372312121,5.52809048605519e-10,2.85466967722522e-09,11.6273214684366,"Stable"
"hsa-miR-126-5p",-0.663403659040634,8.62038524865086,-6.30020086917116,5.90971448021019e-10,3.02692692888815e-09,11.6140297929162,"Stable"
"hsa-miR-23b-3p",0.436848045862556,11.0871205722909,6.23090523361995,8.96126440650141e-10,4.51647726087671e-09,11.1920250564909,"Stable"
"hsa-miR-497-5p",-0.663609597766873,4.17164933053764,-6.1995185345173,1.0807297041228e-09,5.40364852061401e-09,11.1106777488156,"Stable"
"hsa-miR-3913-5p",0.508590866948356,2.50617399962112,6.1630250206209,1.342370678097e-09,6.60698068125869e-09,11.0153186785997,"Stable"
"hsa-miR-509-3-5p",1.44382788614703,-0.926645543915599,6.11922848302842,1.73884501939384e-09,8.23663430239188e-09,10.9630839412733,"Up"
"hsa-miR-10a-5p",-0.790031300482143,12.0762932021834,-6.18021127438961,1.21223927043911e-09,6.01347039666643e-09,10.8792359450443,"Stable"
"hsa-miR-744-3p",0.52716733714909,3.97590352795919,6.14203362097061,1.51992628570495e-09,7.36579661533937e-09,10.8164152378092,"Stable"
"hsa-miR-708-5p",-1.06336299830093,5.1683451352141,-6.15077957998876,1.44332145916747e-09,7.04877921918998e-09,10.7981929528873,"Down"
"hsa-miR-150-5p",-1.29653608806315,8.24103988110362,-6.12876189969826,1.64381665068474e-09,7.90537778573575e-09,10.6157011866917,"Down"
"hsa-miR-106b-5p",-0.390683249454084,7.51121415346899,-6.12196902793784,1.71099110155466e-09,8.16609389378362e-09,10.5973605733279,"Stable"
"hsa-miR-92b-3p",0.645901633763593,6.67877209372657,6.11224298408173,1.81186213340923e-09,8.51845629886429e-09,10.5725684321462,"Stable"
"hsa-miR-296-3p",0.837101994687283,0.984831394580236,6.05455219228654,2.54103803861702e-09,1.17709850318289e-08,10.5324668003513,"Stable"
"hsa-miR-29a-5p",0.596645614089337,3.99631121675923,6.06183144238085,2.43523795650458e-09,1.13644437970214e-08,10.3593914833023,"Stable"
"hsa-miR-1291",-0.894720311891661,-0.815643603678843,-6.01877422847988,3.12984323961207e-09,1.43927097879971e-08,10.3557559594167,"Stable"
"hsa-miR-629-3p",0.739880735277545,1.39174545264021,6.00031676557212,3.48370766516229e-09,1.59038828192192e-08,10.1829962989592,"Stable"
"hsa-miR-193a-3p",-0.616626360220861,2.90348144442713,-5.98696890683463,3.76364519804894e-09,1.7058248019934e-08,9.94289599813392,"Stable"
"hsa-miR-139-3p",-0.832283865268038,4.81340891649582,-5.95309675584724,4.5762518656323e-09,2.05931333953453e-08,9.68584677388421,"Stable"
"hsa-miR-2116-3p",0.863573587108013,-1.35065650378221,5.87362994243214,7.2129930381279e-09,3.22282667661034e-08,9.58528757831565,"Stable"
"hsa-miR-1224-5p",1.1856859664402,-0.068515311365053,5.8215662281252,9.69113912416718e-09,4.21063286084505e-08,9.29626886419877,"Up"
"hsa-miR-5010-3p",0.771518186851319,0.771122422044655,5.82850135007407,9.31848436506017e-09,4.07683690971382e-08,9.28521696495432,"Stable"
"hsa-let-7b-3p",-0.415861677940948,4.63566664419887,-5.85724552150839,7.91738288911354e-09,3.51264170432502e-08,9.16522994204422,"Stable"
"hsa-miR-128-1-5p",-0.441783471339483,2.46162504983763,-5.82955232946857,9.26324320097906e-09,4.07683690971382e-08,9.09638397517024,"Stable"
"hsa-miR-31-3p",1.84102233862956,4.02199196128603,5.80966119402778,1.03649847060847e-08,4.47256189372147e-08,9.00231518696081,"Up"
"hsa-miR-3912-3p",-0.680848648838242,1.04541224782101,-5.77241759016898,1.27813004941189e-08,5.44068872384793e-08,8.86530091821659,"Stable"
"hsa-miR-33b-5p",1.00210747223105,1.05862747219048,5.73501198963336,1.57573527318043e-08,6.57425974903094e-08,8.76758634270738,"Up"
"hsa-miR-223-3p",-0.790264380435366,6.61084647006215,-5.77351113751146,1.27031054684494e-08,5.44068872384793e-08,8.65818251027665,"Stable"
"hsa-miR-3605-3p",0.592840570535144,1.55634628752621,5.70782117892992,1.83338974015764e-08,7.59891800196917e-08,8.55140263282938,"Stable"
"hsa-miR-193a-5p",-0.65809808891495,7.85924667831398,-5.75365484537653,1.41983141581016e-08,6.0033140400027e-08,8.52990617257073,"Stable"
"hsa-miR-199a-5p",-1.00963781550051,8.52019917815779,-5.73981928607059,1.53400814432793e-08,6.4428342061773e-08,8.44227926499442,"Down"
"hsa-miR-16-5p",-0.337243665100402,9.31016158143107,-5.70500877759624,1.86227026951007e-08,7.66817169798263e-08,8.25083203260435,"Stable"
"hsa-miR-30e-3p",-0.459964898010616,13.0818479332472,-5.70356656787638,1.87725161872658e-08,7.67966571297237e-08,8.20606834954843,"Stable"
"hsa-miR-877-5p",0.780408135542093,0.726637990041165,5.56310453608986,4.06334341064301e-08,1.63051359790133e-07,7.86413291710655,"Stable"
"hsa-miR-186-5p",-0.337932954506671,8.17408351208221,-5.60718634709077,3.19442740387764e-08,1.29838017060833e-07,7.74187990737276,"Stable"
"hsa-let-7b-5p",-0.514427963842518,13.180614094271,-5.59239127869623,3.46370014420438e-08,1.39880198131331e-07,7.61019308922408,"Stable"
"hsa-miR-5000-3p",-0.561871320027415,0.464977361888358,-5.51290151208591,5.33380641482612e-08,2.08714164058413e-07,7.53497018853263,"Stable"
"hsa-miR-15b-3p",-0.44644622287837,4.46532059312758,-5.54288843796316,4.53493418796265e-08,1.7968607159852e-07,7.47625362510945,"Stable"
"hsa-miR-132-3p",0.560992096245875,6.66612001860776,5.54520349095067,4.47834407671085e-08,1.78566884071382e-07,7.4554254868663,"Stable"
"hsa-miR-132-5p",0.733042726770434,1.38946181628955,5.48310861159433,6.26222066950557e-08,2.43530803814106e-07,7.38717568517002,"Stable"
"hsa-miR-664b-3p",0.464655400304899,3.02752808968707,5.47437481072122,6.56293305498438e-08,2.53659375744795e-07,7.20623121349522,"Stable"
"hsa-miR-99b-5p",0.386938759152006,15.4812598879666,5.51799260787779,5.18915197048133e-08,2.04322858837702e-07,7.20309914785411,"Stable"
"hsa-miR-632",0.962471256744246,-0.870228394672131,5.42527947205358,8.53280046849848e-08,3.25797836069942e-07,7.19964078337706,"Stable"
"hsa-miR-130a-3p",-0.508463107602902,7.23878400943638,-5.45448025521491,7.30121643114379e-08,2.80473558025646e-07,6.95457540530733,"Stable"
"hsa-miR-6820-3p",-0.743860141014366,-0.864956710193582,-5.36009205069824,1.20533574878164e-07,4.46683248077902e-07,6.83733415163938,"Stable"
"hsa-miR-4683",-0.828839409783156,-1.48420689980011,-5.35120725756631,1.26309495059644e-07,4.65350771272372e-07,6.81420361452027,"Stable"
"hsa-miR-381-3p",-1.14393260581384,2.94529105798059,-5.40469593827008,9.5197628943381e-08,3.56991108537679e-07,6.79243802534164,"Down"
"hsa-miR-148b-3p",-0.40790850198804,8.21098140986435,-5.42330795115882,8.62285581423543e-08,3.27252961624598e-07,6.77836610051509,"Stable"
"hsa-miR-24-3p",-0.360318133186764,10.9756449577065,-5.41877089093671,8.83361897294105e-08,3.33244308560052e-07,6.72546851133968,"Stable"
"hsa-miR-212-5p",0.875177628516042,-1.49824236095023,5.33165929884079,1.39978185448608e-07,5.0974714932152e-07,6.72187918197057,"Stable"
"hsa-miR-370-5p",-0.933782242363897,-0.502476523668584,-5.32802811510888,1.4267059345959e-07,5.16565941836446e-07,6.63795364586539,"Stable"
"hsa-miR-182-5p",0.741222016420915,13.3371794258181,5.39468158110043,1.0039164621126e-07,3.74241048006473e-07,6.58733876874622,"Stable"
"hsa-miR-340-3p",0.419285897838597,2.43864016814377,5.33834660325197,1.35148124805829e-07,4.95019294346931e-07,6.54479557858235,"Stable"
"hsa-miR-550a-3p",-0.623877113625064,0.323879668797548,-5.26361163553223,1.99674377001657e-07,7.14743508585477e-07,6.26675561290408,"Stable"
"hsa-miR-4728-3p",0.659910462062492,1.79236002366265,5.27010950883364,1.93047547961348e-07,6.94971172660853e-07,6.26188716214528,"Stable"
"hsa-miR-6875-5p",0.779296987354677,-1.42688371764324,5.21478301657905,2.57028284422165e-07,8.89713292230571e-07,6.1378114468,"Stable"
"hsa-miR-624-5p",-0.561626751141014,0.515694931308268,-5.22365605971304,2.45537784930717e-07,8.54634279040616e-07,6.05729347343286,"Stable"
"hsa-miR-214-5p",-0.893249545230744,3.1192382228786,-5.24759863549851,2.16959892959983e-07,7.63601857903852e-07,5.99667802961503,"Stable"
"hsa-miR-324-3p",0.409250578612523,4.47360742202105,5.24840487578735,2.16055953513197e-07,7.63601857903852e-07,5.98708735193584,"Stable"
"hsa-miR-140-3p",-0.451826084094876,10.2241210737831,-5.26211596048465,2.01230658277399e-07,7.16244715902605e-07,5.93545146085085,"Stable"
"hsa-miR-30b-5p",-0.358943342171639,9.46449588590465,-5.23523084530669,2.31294246005145e-07,8.09529861018009e-07,5.80899262276529,"Stable"
"hsa-miR-34b-3p",-0.775256517708804,-0.609370730160359,-5.13592058363385,3.84820735558846e-07,1.31047061298418e-06,5.70200546212233,"Stable"
"hsa-miR-455-3p",-0.623785592827484,6.67383273772185,-5.19411597846299,2.85847092287703e-07,9.84063760334716e-07,5.64410709880267,"Stable"
"hsa-miR-139-5p",-0.728497810892516,6.82729899172934,-5.17376791989295,3.17265265503866e-07,1.08628868080128e-06,5.53887274476854,"Stable"
"hsa-miR-1228-3p",0.759437030648748,-1.6769199091669,5.07446952968135,5.25129353619507e-07,1.74121838305416e-06,5.45070447917661,"Stable"
"hsa-miR-150-3p",-0.965935454997618,0.574412019650561,-5.09675387812167,4.69317758693472e-07,1.57271376583451e-06,5.40210794569598,"Stable"
"hsa-miR-5581-3p",0.703866736543106,-1.83454956122858,5.04801455271005,5.9973988335012e-07,1.9376211615927e-06,5.32284654166345,"Stable"
