"","logFC","AveExpr","t","P.Value","adj.P.Val","B","tag"
"hsa-miR-758-5p",-1.02305860948915,0.333808332754319,-5.07250211911598,5.30354066817057e-07,1.74933540363741e-06,5.30148669908327,"Down"
"hsa-miR-708-3p",-0.855776127584675,6.68821557353974,-5.12461796172202,4.07562059721044e-07,1.38045213776482e-06,5.29808681025271,"Stable"
"hsa-miR-195-3p",-0.582111416496903,1.49134112470228,-5.07535355472218,5.22797946264835e-07,1.74121838305416e-06,5.25156122768598,"Stable"
"hsa-miR-133b",-0.95951880006824,0.770790763542884,-5.06559322623484,5.49102586012857e-07,1.79301789809999e-06,5.23807473138302,"Stable"
"hsa-miR-126-3p",-0.589702885814651,12.3410417438906,-5.09989955857349,4.61916862946342e-07,1.55619050083527e-06,5.1118263435675,"Stable"
"hsa-miR-1301-3p",0.430534025132545,3.2856117596514,5.02993189592441,6.56527170822579e-07,2.11026590621543e-06,4.96756060360902,"Stable"
"hsa-miR-183-5p",0.748204392230134,11.6852254227855,5.06213175929952,5.58735221592208e-07,1.81444943094377e-06,4.94498235523678,"Stable"
"hsa-miR-30b-3p",0.542298726750604,2.92676795855674,5.01939863888943,6.91964862005236e-07,2.21288255362081e-06,4.94413727297815,"Stable"
"hsa-miR-148a-3p",-0.638214409133958,15.0792805949754,-5.0655254625861,5.49289610052855e-07,1.79301789809999e-06,4.91802174241451,"Stable"
"hsa-miR-654-3p",-1.05874723497978,2.29408240214195,-5.00426470908434,7.46133233665631e-07,2.36213033773542e-06,4.83769361608798,"Down"
"hsa-miR-4443",0.975562475191359,-1.13983733844009,4.93858321038896,1.0325272349139e-06,3.17313247802807e-06,4.80354162314985,"Stable"
"hsa-miR-136-3p",-1.00875065728931,1.2255823732668,-4.97763590359943,8.51542749314672e-07,2.64271887718346e-06,4.77898172227381,"Down"
"hsa-miR-31-5p",1.60521566205662,4.90143126657318,4.99564119547397,7.78807548149624e-07,2.45324377667132e-06,4.77124123596248,"Up"
"hsa-miR-424-3p",0.866524590452712,3.36490276195869,4.98061532000593,8.39069973991222e-07,2.61690140403203e-06,4.74665896132737,"Stable"
"hsa-let-7a-2-3p",-0.586335079984535,3.19255235989578,-4.98351945412273,8.2708223081489e-07,2.59234729061384e-06,4.71310591974319,"Stable"
"hsa-miR-30c-5p",-0.518665005979354,10.3028907484704,-5.00913392434444,7.28272963236832e-07,2.31723215575355e-06,4.69316325637182,"Stable"
"hsa-miR-765",0.783654139245855,-1.62490444752802,4.89791473687541,1.2602696028472e-06,3.85422257181427e-06,4.61163068440102,"Stable"
"hsa-miR-574-3p",-0.334383141236627,6.47760827258176,-4.95792745955947,9.38672870774936e-07,2.89884268915789e-06,4.50653993198927,"Stable"
"hsa-miR-6715a-3p",-1.41034696251284,0.446337863378548,-4.86081450230573,1.50973017066343e-06,4.55086127999023e-06,4.26370835387087,"Down"
"hsa-miR-1270",-0.747241353367837,1.69349884325078,-4.85451396028042,1.55657230794886e-06,4.66971692384659e-06,4.18058578537406,"Stable"
"hsa-miR-24-1-5p",0.360566551138955,4.47406073282366,4.86530315388696,1.47719073563537e-06,4.47418347812635e-06,4.1344660375761,"Stable"
"hsa-miR-4660",0.676412202567979,-1.11612105658157,4.79059314044422,2.11820787245647e-06,6.23584560582978e-06,4.11622670878859,"Stable"
"hsa-miR-103a-3p",0.326184032729046,14.5129697412152,4.89379834540864,1.28585259581607e-06,3.9134644220489e-06,4.1112334718469,"Stable"
"hsa-miR-133a-3p",-0.797581915290684,4.07785107416082,-4.81683398225015,1.8673414253727e-06,5.56359265211764e-06,3.89326350535119,"Stable"
"hsa-miR-339-3p",-0.391299318078441,3.90646134362871,-4.80739760740193,1.95406779449093e-06,5.77963713863513e-06,3.86543478924679,"Stable"
"hsa-miR-130b-3p",-0.56662394208765,2.88657112509479,-4.77944892281907,2.23429828590229e-06,6.54701358194624e-06,3.77253363802196,"Stable"
"hsa-miR-29c-3p",-0.485878895977388,12.3393318242025,-4.81629504975419,1.87219308293482e-06,5.56359265211764e-06,3.76526976647035,"Stable"
"hsa-miR-4797-3p",0.727288043943914,-0.743316598585869,4.69042787359357,3.40875060149032e-06,9.9304861012336e-06,3.66092704441877,"Stable"
"hsa-miR-504-5p",-0.79511713036545,-0.783924030007257,-4.68969678361807,3.42050076820268e-06,9.9304861012336e-06,3.61832158745959,"Stable"
"hsa-miR-4742-3p",0.633769583310217,-0.318278125410215,4.62893055204259,4.5458146999806e-06,1.30175602772172e-05,3.381054396749,"Stable"
"hsa-miR-7112-3p",0.797404373912926,-1.69837347676236,4.58148637569705,5.66368418135654e-06,1.58583157077983e-05,3.17592791319213,"Stable"
"hsa-miR-3934-3p",0.558645366592598,1.92509707350427,4.5870574612494,5.51988393422428e-06,1.55246735650058e-05,3.02531693682259,"Stable"
"hsa-miR-450b-5p",0.781484442741049,5.49966044238103,4.61968921112218,4.745443014624e-06,1.34941823992431e-05,2.9930415783722,"Stable"
"hsa-miR-200c-3p",0.38666668328322,13.6753615299514,4.64578758710955,4.20226308151155e-06,1.21441547768453e-05,2.98296886001649,"Stable"
"hsa-miR-532-5p",-0.39324933070659,9.65892315806523,-4.63695368086165,4.37906510017793e-06,1.25973105621557e-05,2.97672237763198,"Stable"
"hsa-miR-127-3p",-1.13163085100377,6.49207778559106,-4.61873971643522,4.76642416852522e-06,1.34941823992431e-05,2.9337473520092,"Down"
"hsa-miR-6892-5p",0.662397852160713,0.872362141405473,4.53343589601572,7.06239513151684e-06,1.96872076675027e-05,2.89243616999334,"Stable"
"hsa-miR-491-3p",0.62667010090591,0.368336358091824,4.52430692880553,7.36318148417125e-06,2.0435261387788e-05,2.89191975185911,"Stable"
"hsa-let-7e-5p",0.526838799094849,11.3387012146848,4.61828461491134,4.77651218258924e-06,1.34941823992431e-05,2.88432524019392,"Stable"
"hsa-miR-4746-5p",0.580745778777835,0.452873784348548,4.52153445828221,7.45693611499237e-06,2.06046918966894e-05,2.87068722603461,"Stable"
"hsa-miR-1229-3p",0.70325214890492,-1.38031579231397,4.48543484941435,8.78711550551814e-06,2.3861563657226e-05,2.7591895196848,"Stable"
"hsa-miR-548j-5p",-0.632926414303091,-1.24377728752397,-4.48332254410799,8.87160977454079e-06,2.39876144118485e-05,2.74008202498286,"Stable"
"hsa-miR-376c-3p",-0.840466755937971,-0.058407383325769,-4.4967557270998,8.34724913618772e-06,2.27652249168756e-05,2.70730510315817,"Stable"
"hsa-miR-671-3p",0.44587603126123,2.03358013321631,4.51045470472909,7.84316541455111e-06,2.14834530920313e-05,2.6739534285058,"Stable"
"hsa-miR-192-5p",-0.380576474802664,9.43398565834687,-4.51468877530104,7.69335874935706e-06,2.11651354239954e-05,2.43984364559868,"Stable"
"hsa-miR-188-5p",0.57441828009889,0.539101974121353,4.40718195327872,1.24939502197489e-05,3.33524942306856e-05,2.37078365111395,"Stable"
"hsa-miR-450a-1-3p",0.765944804656862,-1.34055589084413,4.39419671450007,1.3238611412372e-05,3.51912455265585e-05,2.36965129536605,"Stable"
"hsa-miR-3199",-0.503675901476629,-0.120647126723906,-4.39046478212806,1.34603607341518e-05,3.54812856172202e-05,2.28150177696336,"Stable"
"hsa-miR-26b-3p",-0.325441472505269,5.69681609018584,-4.42507034887163,1.15334686558424e-05,3.10516463811141e-05,2.11825517535831,"Stable"
"hsa-miR-944",0.87493539947105,-0.703626381039546,4.33199015463604,1.74346418470225e-05,4.52922868108202e-05,2.10815303301846,"Stable"
"hsa-miR-345-5p",-0.71738946585682,5.83489363927374,-4.41706078271881,1.19544496305625e-05,3.2048099009593e-05,2.07500129704182,"Stable"
"hsa-miR-6843-3p",0.825157967780648,0.328604002329999,4.3104220839978,1.91659850253489e-05,4.94859449424993e-05,1.99420270893477,"Stable"
"hsa-miR-331-3p",0.414329125496069,5.69938714056235,4.39161364711357,1.33917201105008e-05,3.54486708807374e-05,1.98824286104549,"Stable"
"hsa-miR-326",-0.600480467374589,2.09622915606443,-4.36293947616398,1.52091552268208e-05,3.97583725846354e-05,1.98186715357621,"Stable"
"hsa-miR-134-5p",-1.01670554139415,5.10478498691203,-4.37612455460386,1.43459554329116e-05,3.76581330113929e-05,1.91179142615368,"Down"
"hsa-miR-5684",0.592629750941993,-0.0475085726669075,4.2631491442238,2.35527965355303e-05,6.05643339485065e-05,1.80838777759191,"Stable"
"hsa-miR-655-3p",-0.762842618091712,-1.22235234018878,-4.25853127155127,2.40293139555118e-05,6.15384869592375e-05,1.78987147248413,"Stable"
"hsa-miR-1-3p",-0.780469481900211,4.11691906922773,-4.33153111797236,1.74698820556021e-05,4.52922868108202e-05,1.75423986498535,"Stable"
"hsa-miR-4442",0.700127734478604,-1.50866515152024,4.24236341830598,2.57711766922147e-05,6.57321510773088e-05,1.73773822588794,"Stable"
"hsa-miR-548v",0.669733809377047,-0.477947706458297,4.2407003151557,2.59570315986616e-05,6.59392334966e-05,1.72813498596073,"Stable"
"hsa-miR-3170",0.565664042150163,0.241029660422797,4.15871139367154,3.68819344001926e-05,9.11200732240052e-05,1.36744133985423,"Stable"
"hsa-miR-6718-5p",0.737703901578223,-1.46624509499715,4.14913338839183,3.84123061511925e-05,9.41624625496158e-05,1.36030051146424,"Stable"
"hsa-miR-6733-3p",0.616772431705567,-0.988552815786873,4.14567184998895,3.89801118645756e-05,9.4711007348686e-05,1.34685779710217,"Stable"
"hsa-miR-130b-5p",-0.581479689836046,3.23512848932225,-4.22287936015993,2.80304650908882e-05,7.06728988255716e-05,1.34161815468029,"Stable"
"hsa-miR-223-5p",-0.666818207892631,0.308645206135126,-4.17306610575844,3.46965683540526e-05,8.60584175710753e-05,1.33306273058044,"Stable"
"hsa-miR-324-5p",0.353292853408921,4.99883408261453,4.22276057507795,2.80448011212586e-05,7.06728988255716e-05,1.30342518746563,"Stable"
"hsa-miR-598-3p",0.419457631116558,6.60682617781147,4.2025307957358,3.05909567890159e-05,7.67820827772111e-05,1.18282447442501,"Stable"
"hsa-miR-409-5p",-0.779312341852719,0.896289867055963,-4.14781828615915,3.86270925527256e-05,9.4321970186888e-05,1.17544172142863,"Stable"
"hsa-miR-2355-5p",0.30506280252752,5.07393903359112,4.17655842124802,3.41838562702018e-05,8.51218555344947e-05,1.11188842245298,"Stable"
"hsa-miR-1249-3p",-0.548714497603862,-0.194114600882761,-4.10294198368687,4.6680586527526e-05,0.000112247211879166,1.10393784185219,"Stable"
"hsa-let-7d-3p",0.336230504873514,9.29223737645232,4.18594359786109,3.28415086812088e-05,8.21037717030219e-05,1.06481577804684,"Stable"
"hsa-miR-29b-1-5p",0.449583461342484,2.71331952518025,4.11862492223618,4.36999361013673e-05,0.000105482604382611,0.993396242675279,"Stable"
"hsa-miR-495-3p",-0.683090156421088,0.367043460298831,-4.0856761176388,5.01853125292879e-05,0.000120215767655709,0.97821351098131,"Stable"
"hsa-miR-30c-2-3p",-0.490972372560033,7.28549734699998,-4.15539210868485,3.74055966450505e-05,9.20528354936789e-05,0.963726815897046,"Stable"
"hsa-miR-629-5p",0.447205191523427,6.3158513306136,4.14502509649556,3.90870823978704e-05,9.4711007348686e-05,0.956453980406385,"Stable"
"hsa-miR-219b-3p",0.542844875417886,-1.84541955901881,4.0062333941836,6.9788761377478e-05,0.000163445798021603,0.796195256133965,"Stable"
"hsa-miR-193b-5p",-0.618228820429708,0.966215709319143,-4.01754416556148,6.66103519201165e-05,0.000156584036230125,0.663111455806695,"Stable"
"hsa-miR-30d-5p",0.262212062387604,13.837874595116,4.07730806062865,5.19725393986459e-05,0.000124025378110405,0.582354567553749,"Stable"
"hsa-miR-499a-5p",-0.599595968461409,-0.734596002715368,-3.95249062480374,8.69582749278099e-05,0.000201410710310736,0.557755165267759,"Stable"
"hsa-miR-29b-3p",0.348758080824602,10.6063145770263,4.03527556194307,6.19026165874755e-05,0.000147164711132489,0.44945471392553,"Stable"
"hsa-miR-4668-3p",0.586776377497276,-0.0462510871251545,3.91521227837371,0.00010114127053936,0.00023255109649561,0.433042683222018,"Stable"
"hsa-miR-141-3p",0.400149525598568,10.0878248015753,4.02780975597679,6.38449690517139e-05,0.000151211768806691,0.425790368720806,"Stable"
"hsa-miR-3200-3p",0.46879897376331,2.04930066625686,3.95709023252325,8.53450122065417e-05,0.000198403533911887,0.410975429043753,"Stable"
"hsa-let-7g-5p",-0.387725116583487,9.96535362293887,-4.01893755785401,6.62284384413206e-05,0.000156269349131206,0.386157568678136,"Stable"
"hsa-miR-3922-3p",0.591235559979643,-1.32600300457975,3.8972679204314,0.000108724184359435,0.000248174768646537,0.380733693241953,"Stable"
"hsa-miR-196a-5p",1.03732847025971,0.0403301222162385,3.85962742050492,0.000126412396859243,0.00028750833942716,0.231227671459142,"Up"
"hsa-miR-1251-5p",0.67869848129896,6.99068751424286,3.95925521628846,8.45955200953158e-05,0.00019738954688907,0.215604416502855,"Stable"
"hsa-miR-299-5p",-0.701772738228587,-0.917874588244559,-3.84919805924368,0.000131774983170638,0.000297556413611117,0.172524003085698,"Stable"
"hsa-miR-142-5p",-0.738695390543238,4.96827920432839,-3.9367316694271,9.27073572764115e-05,0.000213940055253257,0.148928641757949,"Stable"
"hsa-miR-935",0.618800492214268,0.304026983393239,3.83700274182849,0.000138318109535899,0.000311215746455774,0.119288054366615,"Stable"
"hsa-miR-625-5p",0.44542340953035,1.37385813111861,3.85495855572373,0.000128787033157221,0.000291855506795141,0.0780736447268033,"Stable"
"hsa-miR-590-5p",0.305549058446433,3.55301035505724,3.89770473203547,0.000108533374911328,0.000248174768646537,0.0769282274193008,"Stable"
"hsa-miR-939-5p",0.52203390935202,-0.756090890176103,3.766402943036,0.000182644043262351,0.000403739464053618,-0.107392294701249,"Stable"
"hsa-miR-5698",0.874201830886856,-0.46355365058041,3.75193838190523,0.000193244008842244,0.000425677362135013,-0.160485653728053,"Stable"
"hsa-miR-92a-1-5p",-0.410570133761826,0.928795369243676,-3.77195581082782,0.000178722298218461,0.000397862359991627,-0.248425356162121,"Stable"
"hsa-miR-483-5p",-0.67647677441455,-1.47741153759134,-3.72234324656827,0.000216763923732069,0.000470900937762771,-0.271734920009859,"Stable"
"hsa-miR-342-3p",-0.388300088525836,6.42502562104881,-3.80820420295951,0.000155007880298243,0.000347526564369725,-0.361031144712009,"Stable"
"hsa-miR-584-5p",-0.379522052252225,5.99936375655244,-3.79974067652366,0.000160263204574243,0.000358034818729691,-0.383343900828403,"Stable"
"hsa-miR-450a-5p",0.615330371301306,4.91194681882842,3.76936804558829,0.00018053994050551,0.000400493529994618,-0.446640243455815,"Stable"
"hsa-miR-212-3p",0.55705102145137,2.2551054801094,3.72072884631567,0.000218121458603391,0.000472221714502187,-0.48386282023443,"Stable"
"hsa-miR-502-3p",-0.259533595768967,3.22608465841542,-3.74566366996082,0.00019802023649768,0.000433169267338674,-0.493984956242381,"Stable"
"hsa-miR-6720-3p",-0.593144855155322,-1.59568013152325,-3.64158809832615,0.00029539144762194,0.000630835972887533,-0.557960688175224,"Stable"
"hsa-let-7i-3p",-0.386480013744098,8.69123639535091,-3.75038127307006,0.000194419029153103,0.000426773478628762,-0.615118464920915,"Stable"
"hsa-miR-3652",-0.602059989036228,-1.49876046158144,-3.61554127476604,0.000326002277777467,0.000691519983164325,-0.651183707168842,"Stable"
"hsa-miR-27b-3p",0.259907129536575,11.4223386387273,3.72976037888601,0.000210628509646225,0.000459155574661322,-0.713883613713443,"Stable"
"hsa-miR-561-5p",-0.572807416049737,-1.64960077999636,-3.58505604900663,0.000365604590540735,0.000772922456512292,-0.755851733852285,"Stable"
"hsa-miR-374a-5p",-0.256276506009229,5.40707299790316,-3.68532097334766,0.00024998636946593,0.00053935415329978,-0.786065139440989,"Stable"
"hsa-miR-194-3p",-0.4142749717093,1.02178761171278,-3.62207946628768,0.000318050247092559,0.000676931269149704,-0.796571621067231,"Stable"
"hsa-miR-142-3p",-0.745344192893656,9.98933490348706,-3.68380736286482,0.000251441594700806,0.000540642336728695,-0.873843377971934,"Stable"
"hsa-let-7c-3p",-0.377225628118934,4.58896790159735,-3.64519815602201,0.000291368316559187,0.000624360678341115,-0.910122232490655,"Stable"
"hsa-miR-3690",0.680594593464319,-1.27527294374026,3.51919698463596,0.000467053998890354,0.000974317944705043,-0.981010263211178,"Stable"
"hsa-miR-2355-3p",0.396154728408631,1.27460678472525,3.53568187324147,0.000439441570935116,0.000922827298963744,-1.06492872417834,"Stable"
"hsa-miR-30d-3p",0.290316756709986,3.40100236888605,3.54905452946875,0.000418172554185111,0.000881099361660935,-1.18116383174919,"Stable"
"hsa-miR-3615",-0.369059649208821,1.47677537533076,-3.51724600769982,0.000470427233957091,0.000978116030999893,-1.19630143205699,"Stable"
"hsa-miR-664b-5p",0.451443949647383,-0.450603203001103,3.45457896056147,0.000591708893121378,0.0012142560347442,-1.2072232823322,"Stable"
"hsa-miR-218-1-3p",-0.558240084278367,0.467221536005721,-3.46834946067564,0.000562791008365979,0.00115868737016525,-1.28935621292474,"Stable"
"hsa-miR-3130-5p",-0.807123652332012,1.53945103738856,-3.48060567970095,0.000538168403822734,0.00111162653904368,-1.35074806712362,"Stable"
"hsa-miR-135b-5p",0.416678648216808,7.66769645683813,3.52577601457214,0.000455844921742093,0.000954094022250892,-1.38418343812421,"Stable"
"hsa-miR-484",-0.276319377830836,5.53722778538074,-3.49887089995329,0.000503334914809152,0.0010430953826637,-1.44354228313472,"Stable"
"hsa-miR-3913-3p",0.471800088700263,-1.64382804778915,3.36973946156077,0.000802743795793664,0.00161060060939493,-1.48314350927565,"Stable"
"hsa-miR-184",0.863854701937494,-0.31987305632141,3.35715920992318,0.00083943184109212,0.00167886368218424,-1.52786727277388,"Stable"
"hsa-miR-6808-3p",0.518081017384241,-1.04817311573695,3.349426427924,0.000862750700420576,0.00172004095337014,-1.54945088913963,"Stable"
"hsa-miR-192-3p",-0.332305806215231,1.47818353582344,-3.39419959402351,0.000735643157126476,0.00149020961089929,-1.60860064341492,"Stable"
"hsa-miR-548b-3p",-0.464109629611403,0.996300657540097,-3.38026925668751,0.000773188375884296,0.00156124575899714,-1.62366516560424,"Stable"
"hsa-miR-487b-3p",-0.601407735940301,-0.0435862801027608,-3.34431188284266,0.000878503424033457,0.0017404313117644,-1.65732102420118,"Stable"
"hsa-miR-3934-5p",0.487187836091025,0.609729423921371,3.33481228494585,0.000908473697642329,0.00179160524027588,-1.66679916419714,"Stable"
"hsa-miR-136-5p",-0.752821592811402,2.29947515656989,-3.4009134591096,0.000718160680557616,0.00145948783468161,-1.66763789498367,"Stable"
"hsa-miR-7-1-3p",0.324740646185391,4.50213462859689,3.40281332815391,0.000713284253894084,0.0014542688671627,-1.72399210265359,"Stable"
"hsa-miR-874-5p",-0.47444880782589,1.28382746731354,-3.34465958903202,0.00087742408122962,0.0017404313117644,-1.76522601117218,"Stable"
"hsa-miR-628-3p",-0.393186356942201,0.999683869939279,-3.33432956399581,0.000910021709346479,0.00179160524027588,-1.76964020650945,"Stable"
"hsa-miR-6806-3p",-0.365248197881636,0.555029328359303,-3.32035297998638,0.000955919541207503,0.00187027736323207,-1.77474413649564,"Stable"
"hsa-miR-149-5p",0.429447534119516,4.21349315000997,3.37159237516205,0.000797467908547943,0.00160512710027222,-1.81403730694778,"Stable"
"hsa-miR-605-5p",-0.524006502062051,-1.11244337588774,-3.26152804890634,0.00117366042266136,0.0022821174885082,-1.84443578004336,"Stable"
"hsa-miR-10b-5p",-0.434451627847972,14.0841236010954,-3.41433201889879,0.00068437333040326,0.00139985453946121,-1.84778585952014,"Stable"
"hsa-miR-4677-3p",0.258784812724,3.16822890281684,3.33300319444333,0.000914287800210694,0.00179439661723594,-1.89652262233646,"Stable"
"hsa-miR-4772-3p",-0.52033413950418,0.966789578114853,-3.2928111376118,0.00105271976652514,0.00205329242387257,-1.91049846851411,"Stable"
"hsa-miR-6516-5p",0.473388231117317,-1.45476208371152,3.20615695219758,0.0014197779995672,0.00274374275989981,-2.00775969153993,"Stable"
"hsa-miR-3157-3p",-0.453352838116093,-1.68150239579676,-3.18539622652787,0.00152376118613605,0.00293568668888596,-2.07403405906193,"Stable"
"hsa-miR-1288-3p",0.471596616503409,-1.03729199296315,3.17561871580603,0.00157513068060352,0.00301620768626206,-2.10336007660324,"Stable"
"hsa-miR-224-3p",0.42969254148306,1.50555114048884,3.2065586619648,0.00141783225737131,0.00274374275989981,-2.16715310864672,"Stable"
"hsa-miR-545-5p",0.431385444354462,-1.77761552198471,3.13576947960429,0.0018014624561733,0.00342876539996731,-2.22675473160979,"Stable"
"hsa-miR-323a-3p",-0.580716215593873,-1.27013273689397,-3.13133453703612,0.00182842412815912,0.00346960000222966,-2.2482734974138,"Stable"
"hsa-miR-100-3p",-0.468393253839848,-0.96741811243562,-3.10126053495923,0.00202128840302503,0.00380122893703215,-2.34639876300317,"Stable"
"hsa-miR-6874-3p",0.48127497936862,-1.15572901914655,3.08811842249498,0.00211130562736541,0.00395869805131014,-2.37098896978519,"Stable"
"hsa-miR-769-5p",0.191286586126806,3.89327041552195,3.18219147758876,0.0015404254577101,0.0029587440193822,-2.41674161107647,"Stable"
"hsa-miR-503-3p",0.538465952013608,0.943896317240758,3.10260557065787,0.00201227757240066,0.00379561338506712,-2.42427590777331,"Stable"
"hsa-miR-1292-5p",0.428237474987671,-0.917811648608142,3.02238101785427,0.00261945309474782,0.00487296652595671,-2.56874173141124,"Stable"
"hsa-miR-5001-5p",0.465014350346572,-1.72909118952595,3.02206804395175,0.0026221200830148,0.00487296652595671,-2.56921662713918,"Stable"
"hsa-miR-424-5p",0.514795307198408,8.37375154188533,3.16184596985648,0.00165020568923655,0.00315039267945159,-2.58891922327813,"Stable"
"hsa-miR-196b-5p",-0.499200831222673,3.04524155372366,-3.11961948817642,0.00190144234154123,0.00359732334886178,-2.59523259763927,"Stable"
"hsa-miR-3613-3p",0.424654827724139,-0.649274300549641,3.00466900338554,0.00277435957119148,0.0051106623679843,-2.62370843264429,"Stable"
"hsa-miR-2277-5p",0.454646075270754,-0.809267781714295,2.98882004197098,0.00292003716701402,0.00534774248610126,-2.66818139239095,"Stable"
"hsa-miR-581",0.433345780352909,-1.3028737929899,2.96673218921143,0.00313474752930371,0.00572432157525026,-2.73065719865045,"Stable"
"hsa-miR-1251-3p",0.512973117766514,1.85760689095487,3.01413528916894,0.00269055513802135,0.00498544040280426,-2.77948756737084,"Stable"
"hsa-miR-758-3p",-0.601870397875934,0.897802776216061,-2.99313585359011,0.00287968959797367,0.00528922579219654,-2.83218886816505,"Stable"
"hsa-miR-21-3p",0.477931277698261,9.95824514327782,3.08314868163407,0.00214629593088909,0.00401236331293806,-2.85437890233253,"Stable"
"hsa-miR-6798-3p",0.432827828745508,-1.70521628610188,2.91055654010663,0.00374739770893774,0.00680363272804258,-2.89307906850805,"Stable"
"hsa-miR-4662a-5p",-0.352353970655189,2.74691058449717,-3.01192872629702,0.00270987972229912,0.00500652265410101,-2.8981602640286,"Stable"
"hsa-miR-3117-3p",-0.580840084485535,-0.759124395430229,-2.880092124233,0.00412351800610366,0.00742233241098658,-3.01197868547545,"Stable"
"hsa-miR-370-3p",-0.560829821604419,-0.358313572372972,-2.88352231458902,0.00407951560361491,0.00736416856813006,-3.03265203838637,"Stable"
"hsa-miR-6514-3p",0.42425921609533,-1.43493863825978,2.84837638989961,0.00455129131042319,0.0080542514763107,-3.06800417925632,"Stable"
"hsa-miR-3926",-0.407220212135476,-0.0921814224761811,-2.86156482326167,0.00436873823428998,0.00777487312882115,-3.10471434309679,"Stable"
"hsa-miR-425-3p",0.215800085133295,2.98046621808519,2.93134103936408,0.00350902332723725,0.00638926212762852,-3.12199585492622,"Stable"
"hsa-miR-4677-5p",0.4072670403515,-1.4546709360893,2.81132659889132,0.00510179737754306,0.0089780233180227,-3.17086222700657,"Stable"
"hsa-miR-874-3p",-0.433501860466338,6.50607275847832,-2.89988621273622,0.00387542354448914,0.00701585296847172,-3.34680098823483,"Stable"
"hsa-miR-15a-3p",0.406959984947053,-1.63866687507287,2.74038201209708,0.00632720253204456,0.0108910863256505,-3.36450217582517,"Stable"
"hsa-miR-7706",0.347889074531577,0.286884339983339,2.75587521878959,0.00603892457492717,0.0104807781878901,-3.37498978988721,"Stable"
"hsa-miR-616-5p",0.443396892888281,1.3835835686289,2.78781923820267,0.00548168122778251,0.00959294214861939,-3.38451737221574,"Stable"
"hsa-miR-140-5p",-0.206733298780373,5.42083441884292,-2.87538000033884,0.00418466910957546,0.00751094455564825,-3.38936352811792,"Stable"
"hsa-miR-1976",-0.22141049827201,4.02675729689077,-2.8567634108683,0.00443441418345143,0.0078695237621814,-3.3996184294744,"Stable"
"hsa-miR-889-3p",-0.534769752197579,1.32194323506069,-2.80312360007016,0.00523156126270123,0.00918073424930856,-3.40560578154458,"Stable"
"hsa-miR-589-5p",0.205010466757048,5.7240435698859,2.86422742375792,0.00433270018584335,0.0077545486280719,-3.42065344159627,"Stable"
"hsa-miR-152-5p",-0.431276026763932,-0.713869161836046,-2.7277277545166,0.00657180686522801,0.0112813033381298,-3.42548976826289,"Stable"
"hsa-miR-452-5p",0.288389731943124,5.8882459314794,2.86241499947786,0.0043572016811519,0.00777487312882115,-3.42806327720226,"Stable"
"hsa-miR-382-5p",-0.574606722553287,1.29725628357454,-2.7833052470206,0.00555749311808762,0.00969867220054072,-3.46152817139771,"Stable"
"hsa-miR-125a-3p",0.271389471325908,2.73973093123804,2.77467630984096,0.00570506006853973,0.00992869569939235,-3.54357179286289,"Stable"
"hsa-miR-320a-3p",-0.235480226533303,8.9347980233134,-2.83190061276354,0.0047890700417668,0.00845130007370611,-3.57989301212754,"Stable"
"hsa-miR-676-3p",-0.502381202037847,0.768569184699639,-2.66755185065343,0.00785566233513314,0.0133398039653204,-3.71956075343841,"Stable"
"hsa-miR-1287-5p",-0.248746506712052,4.82367728302311,-2.74590526519655,0.00622303839096326,0.0107706433689749,-3.73301897292304,"Stable"
"hsa-miR-34c-5p",-0.405854118745427,1.53234859987917,-2.68036670003633,0.00756475887301402,0.0128805353783752,-3.7460019822527,"Stable"
"hsa-miR-4423-5p",0.472479886756459,-1.39364845069897,2.58718613404889,0.00992030106066685,0.0167554682794105,-3.7650717619174,"Stable"
"hsa-miR-181c-5p",0.318962406528994,7.50243033100113,2.74489221144889,0.0062420270713702,0.0107739097396253,-3.78635106135548,"Stable"
"hsa-miR-103a-2-5p",0.446093647240702,0.46908897988703,2.59112406235444,0.00980881483329898,0.0166117025402644,-3.81695472736562,"Stable"
"hsa-miR-582-3p",-0.290954465249747,5.66303994405467,-2.71138571747783,0.00690029929019031,0.0118130123717932,-3.84754563611596,"Stable"
"hsa-miR-346",0.424018968360817,0.87266113946144,2.57135758023647,0.0103799245240162,0.0174848995992785,-3.90755592121076,"Stable"
"hsa-miR-4521",-0.376827608049245,-1.33133612756807,-2.48774140700612,0.0131375449203976,0.021780666578554,-4.01753950834278,"Stable"
"hsa-let-7a-5p",-0.245379335183204,15.5204111443187,-2.68963938649063,0.00736034174446375,0.0125664371246942,-4.03482830455244,"Stable"
"hsa-miR-3193",-0.362185764327578,-0.410177659854512,-2.42676525943119,0.0155399810834571,0.0252976436242325,-4.20492228022682,"Stable"
"hsa-miR-511-5p",0.41362928313294,3.22659086873293,2.51653646024266,0.0121221306617829,0.0202035511029714,-4.24040554538984,"Stable"
"hsa-miR-592",0.434322791279333,1.79623634510927,2.45847621396852,0.0142461083845066,0.023494890791202,-4.27273168137751,"Stable"
"hsa-miR-361-3p",-0.184956309531527,7.86915502614419,-2.56281296200898,0.010635855561809,0.0178682373438391,-4.27833599040795,"Stable"
"hsa-miR-449a",0.38474568665517,-1.65520016487773,2.35441856578792,0.0188865737733937,0.0304310523714528,-4.33146608447705,"Stable"
