"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tag"
"hsa-let-7i-3p",472.740872714719,-0.144482842853897,0.0998296107527605,-1.44729446267927,0.147814469337935,0.216062913417399,"Stable"
"hsa-let-7i-5p",2078.35112279993,0.303200132205676,0.0858020788904114,3.53371545452799,0.000409761962577229,0.00105799195255596,"Stable"
"hsa-miR-1-3p",29.1116988487029,-0.656109451977924,0.189125393405632,-3.46917693157531,0.000522055523551143,0.00131661572434688,"Stable"
"hsa-miR-100-5p",12835.8246051471,-0.720128367310798,0.106776177264228,-6.74427934921075,1.53788404641304e-11,1.04179241853786e-10,"Stable"
"hsa-miR-101-3p",29333.4912219663,0.0109369960500912,0.0831168742050154,0.131585747836404,0.895311959073187,0.924666449534603,"Stable"
"hsa-miR-101-5p",22.1489485300703,-0.0514040383527817,0.103331249311963,-0.49746846859066,0.618858733020007,0.694975047776479,"Stable"
"hsa-miR-103a-2-5p",1.79343224213344,0.390165409144175,0.167822789876318,2.32486546929484,0.020079154903143,0.037205492908765,"Stable"
"hsa-miR-103a-3p",24436.188190417,0.369159913940676,0.0721216858803784,5.11857022522972,3.07860605927463e-07,1.31940259683198e-06,"Stable"
"hsa-miR-106a-5p",6.73383517600278,-0.845998702297759,0.0909073357059447,-9.30616540159407,1.32530838224756e-20,2.31928966893323e-19,"Stable"
"hsa-miR-106b-3p",222.163221087554,-0.166019328842473,0.0783812882228721,-2.11809900815113,0.0341666835267439,0.0599582468575171,"Stable"
"hsa-miR-106b-5p",191.463233962421,-0.364825199526684,0.064186906703424,-5.68379469059572,1.31738416197214e-08,6.63961617633959e-08,"Stable"
"hsa-miR-107",95.8275412996116,0.10622170279799,0.069930310307399,1.5189651287269,0.128771273708068,0.19269810554889,"Stable"
"hsa-miR-10a-5p",5337.53121655268,-0.459188607174755,0.123950101347803,-3.70462470124388,0.000211703941198533,0.000583597644721641,"Stable"
"hsa-miR-10b-5p",20789.5784188097,-0.192083307040942,0.121447687750099,-1.58161353747787,0.113737821681805,0.174767872340335,"Stable"
"hsa-miR-1179",5.73240142819705,-1.56051906688399,0.272916702454425,-5.71793170901506,1.07828458690379e-08,5.52292105487307e-08,"Down"
"hsa-miR-1180-3p",47.7964651251409,-0.0580892089975982,0.10035724752265,-0.578824254665691,0.562707763511067,0.648091208431394,"Stable"
"hsa-miR-1224-5p",1.4201344515288,1.40406320045122,0.281154620669111,4.99391828279305,5.91664401852192e-07,2.38941393055693e-06,"Up"
"hsa-miR-1226-3p",1.24314956839377,0.853645617111963,0.230671056023866,3.70070537598632,0.000215000988721056,0.000588915751714196,"Stable"
"hsa-miR-1229-3p",0.390345543272384,0.920652695292383,0.338798046307833,2.71740851319985,0.00657953424438989,0.0132431519935004,"Stable"
"hsa-miR-1247-3p",13.1554264323427,-1.00736927966607,0.305729636931533,-3.29496770341458,0.000984329920195173,0.00234896912773848,"Down"
"hsa-miR-1249-3p",1.02601557450246,-0.52296140189877,0.165263262915604,-3.16441411522798,0.00155395517454177,0.00355997003622297,"Stable"
"hsa-miR-1251-3p",5.17399001987655,0.919627336672697,0.178358903914899,5.15604949619718,2.52214253746113e-07,1.08832177986336e-06,"Stable"
"hsa-miR-1251-5p",177.050835481554,0.966829593765829,0.15334107359039,6.30509211347025,2.88022549866323e-10,1.77035149759942e-09,"Stable"
"hsa-miR-125a-3p",7.50508515489258,0.240024644114925,0.109354623865283,2.19491993690745,0.0281693414150286,0.0507048145470514,"Stable"
"hsa-miR-125a-5p",1897.24043114106,0.779068266510026,0.0848960333356029,9.1767334220468,4.44366629536303e-20,7.17823016943259e-19,"Stable"
"hsa-miR-125b-1-3p",5.67649035527094,0.180025065740306,0.122349342690111,1.47140198534844,0.141182436836329,0.207330851298105,"Stable"
"hsa-miR-125b-2-3p",51.5028895096027,0.0994873213774935,0.101799757301354,0.977284465256479,0.328428341686148,0.423995605045642,"Stable"
"hsa-miR-125b-5p",4129.78646497887,0.552316459391133,0.0849825751205398,6.49917301997173,8.07627344611369e-11,5.27938988207783e-10,"Stable"
"hsa-miR-126-3p",6091.62755134415,-0.266168776094882,0.102595848093348,-2.59434256884066,0.0094772005414015,0.0186582385658842,"Stable"
